"year","variable","experiment","ensemble","model","units","value"
1989,"rh","historical","r4i1p1f1","NorCPM1","g yr-1",29815047687802280
1989,"rh","historical","r4i1p1f2","CNRM-CM6-1","g yr-1",48151756277285616
1989,"rh","historical","r4i1p1f2","CNRM-ESM2-1","g yr-1",41220828942233744
1989,"rh","historical","r5i1p1f1","CESM2","g yr-1",39635992914018984
1989,"rh","historical","r5i1p1f1","IPSL-CM6A-LR","g yr-1",43405026492079640
1989,"rh","historical","r5i1p1f1","MPI-ESM1-2-LR","g yr-1",62039576103535264
1989,"rh","historical","r5i1p1f1","NorCPM1","g yr-1",30044662088290736
1989,"rh","historical","r5i1p1f2","CNRM-CM6-1","g yr-1",47744275485560632
1989,"rh","historical","r5i1p1f2","CNRM-ESM2-1","g yr-1",41876653103645552
1989,"rh","historical","r6i1p1f1","CESM2","g yr-1",39729219862406584
1989,"rh","historical","r6i1p1f1","IPSL-CM6A-LR","g yr-1",43529218452077352
1989,"rh","historical","r6i1p1f1","MPI-ESM1-2-LR","g yr-1",63333442582188272
1989,"rh","historical","r6i1p1f1","NorCPM1","g yr-1",29914099260074520
1989,"rh","historical","r6i1p1f2","CNRM-CM6-1","g yr-1",47783037394263008
1989,"rh","historical","r7i1p1f1","CESM2","g yr-1",40397494662806216
1989,"rh","historical","r7i1p1f1","IPSL-CM6A-LR","g yr-1",44069649076989176
1989,"rh","historical","r7i1p1f1","MPI-ESM1-2-LR","g yr-1",63804117923283648
1989,"rh","historical","r7i1p1f1","NorCPM1","g yr-1",29824934254116624
1989,"rh","historical","r7i1p1f2","CNRM-CM6-1","g yr-1",47881261098910568
1989,"rh","historical","r8i1p1f1","CESM2","g yr-1",40270365914109408
1989,"rh","historical","r8i1p1f1","IPSL-CM6A-LR","g yr-1",43265397388866688
1989,"rh","historical","r8i1p1f1","MPI-ESM1-2-LR","g yr-1",63655041670571200
1989,"rh","historical","r8i1p1f1","NorCPM1","g yr-1",30049698082483376
1989,"rh","historical","r8i1p1f2","CNRM-CM6-1","g yr-1",46741150339479520
1989,"rh","historical","r8i1p1f2","CNRM-ESM2-1","g yr-1",41674909217100808
1989,"rh","historical","r9i1p1f1","CESM2","g yr-1",39600222541639864
1989,"rh","historical","r9i1p1f1","IPSL-CM6A-LR","g yr-1",44070768668246672
1989,"rh","historical","r9i1p1f1","MPI-ESM1-2-LR","g yr-1",63861947953737200
1989,"rh","historical","r9i1p1f1","NorCPM1","g yr-1",30269706094470432
1989,"rh","historical","r9i1p1f2","CNRM-CM6-1","g yr-1",47693074018271816
1989,"rh","historical","r9i1p1f2","CNRM-ESM2-1","g yr-1",40811783533455344
1990,"rh","historical","r10i1p1f1","CESM2","g yr-1",39331589390028936
1990,"rh","historical","r10i1p1f1","IPSL-CM6A-LR","g yr-1",44271288779799560
1990,"rh","historical","r10i1p1f1","MPI-ESM1-2-LR","g yr-1",63457136521368880
1990,"rh","historical","r10i1p1f1","NorCPM1","g yr-1",29760500672819220
1990,"rh","historical","r10i1p1f2","CNRM-CM6-1","g yr-1",48908649433077784
1990,"rh","historical","r10i1p1f2","CNRM-ESM2-1","g yr-1",43159084278115968
1990,"rh","historical","r11i1p1f1","CESM2","g yr-1",39489414858300920
1990,"rh","historical","r11i1p1f1","IPSL-CM6A-LR","g yr-1",43409679248713856
1990,"rh","historical","r11i1p1f1","NorCPM1","g yr-1",29102444570478840
1990,"rh","historical","r11i1p1f2","CNRM-CM6-1","g yr-1",47818322429534560
1990,"rh","historical","r12i1p1f1","IPSL-CM6A-LR","g yr-1",43895681662959272
1990,"rh","historical","r12i1p1f1","NorCPM1","g yr-1",29044852401552388
1990,"rh","historical","r12i1p1f2","CNRM-CM6-1","g yr-1",47640830277437280
1990,"rh","historical","r13i1p1f1","IPSL-CM6A-LR","g yr-1",44158942165719760
1990,"rh","historical","r13i1p1f1","NorCPM1","g yr-1",28552758585209892
1990,"rh","historical","r13i1p1f2","CNRM-CM6-1","g yr-1",48093625466103112
1990,"rh","historical","r14i1p1f1","IPSL-CM6A-LR","g yr-1",43916445664167424
1990,"rh","historical","r14i1p1f1","NorCPM1","g yr-1",29772262976579208
1990,"rh","historical","r14i1p1f2","CNRM-CM6-1","g yr-1",47557106555877176
1990,"rh","historical","r15i1p1f1","IPSL-CM6A-LR","g yr-1",44409864008729872
1990,"rh","historical","r15i1p1f1","NorCPM1","g yr-1",29303838172897424
1990,"rh","historical","r15i1p1f2","CNRM-CM6-1","g yr-1",48321119433265224
1990,"rh","historical","r16i1p1f1","IPSL-CM6A-LR","g yr-1",43546539612831384
1990,"rh","historical","r16i1p1f1","NorCPM1","g yr-1",30265461668736992
1990,"rh","historical","r16i1p1f2","CNRM-CM6-1","g yr-1",49113475230069696
1990,"rh","historical","r17i1p1f1","IPSL-CM6A-LR","g yr-1",44454977120776784
1990,"rh","historical","r17i1p1f1","NorCPM1","g yr-1",29812641331178484
1990,"rh","historical","r17i1p1f2","CNRM-CM6-1","g yr-1",48361738831237472
1990,"rh","historical","r18i1p1f1","IPSL-CM6A-LR","g yr-1",44253310416409496
1990,"rh","historical","r18i1p1f1","NorCPM1","g yr-1",29104095355173772
1990,"rh","historical","r18i1p1f2","CNRM-CM6-1","g yr-1",49213399093820408
1990,"rh","historical","r19i1p1f1","IPSL-CM6A-LR","g yr-1",43639185432379608
1990,"rh","historical","r19i1p1f1","NorCPM1","g yr-1",29410137887311980
1990,"rh","historical","r19i1p1f2","CNRM-CM6-1","g yr-1",47690537195054312
1990,"rh","historical","r1i1p1f1","ACCESS-ESM1-5","g yr-1",58710836319057792
1990,"rh","historical","r1i1p1f1","CESM2","g yr-1",39894781593375544
1990,"rh","historical","r1i1p1f1","CESM2-WACCM","g yr-1",39755173875093944
1990,"rh","historical","r1i1p1f1","IPSL-CM6A-LR","g yr-1",43588418338648840
1990,"rh","historical","r1i1p1f1","MPI-ESM-1-2-HAM","g yr-1",65886715358783696
1990,"rh","historical","r1i1p1f1","MPI-ESM1-2-LR","g yr-1",63599601609187536
1990,"rh","historical","r1i1p1f1","NorCPM1","g yr-1",29425237413960256
1990,"rh","historical","r1i1p1f1","NorESM2-LM","g yr-1",37622021465115976
1990,"rh","historical","r1i1p1f1","NorESM2-MM","g yr-1",38934393359794016
1990,"rh","historical","r1i1p1f1","SAM0-UNICON","g yr-1",44145842338907776
1990,"rh","historical","r1i1p1f2","CNRM-CM6-1","g yr-1",48338247576736008
1990,"rh","historical","r1i1p1f2","CNRM-CM6-1-HR","g yr-1",46537461350849288
1990,"rh","historical","r1i2p1f1","MRI-ESM2-0","g yr-1",51993377003095280
1990,"rh","historical","r20i1p1f1","IPSL-CM6A-LR","g yr-1",43927158658211208
1990,"rh","historical","r20i1p1f1","NorCPM1","g yr-1",28961676951054840
1990,"rh","historical","r20i1p1f2","CNRM-CM6-1","g yr-1",47800910632001008
1990,"rh","historical","r21i1p1f1","IPSL-CM6A-LR","g yr-1",43871976720027384
1990,"rh","historical","r21i1p1f1","NorCPM1","g yr-1",30220632807580836
1990,"rh","historical","r21i1p1f2","CNRM-CM6-1","g yr-1",47291460994414968
1990,"rh","historical","r22i1p1f1","IPSL-CM6A-LR","g yr-1",43771953350456032
1990,"rh","historical","r22i1p1f1","NorCPM1","g yr-1",30252669710860784
1990,"rh","historical","r22i1p1f2","CNRM-CM6-1","g yr-1",47713725594588384
1990,"rh","historical","r23i1p1f1","IPSL-CM6A-LR","g yr-1",43309550056358136
1990,"rh","historical","r23i1p1f1","NorCPM1","g yr-1",29588688653477444
1990,"rh","historical","r23i1p1f2","CNRM-CM6-1","g yr-1",48017241548658856
1990,"rh","historical","r24i1p1f1","IPSL-CM6A-LR","g yr-1",44257212287235200
1990,"rh","historical","r24i1p1f1","NorCPM1","g yr-1",29636318144410840
1990,"rh","historical","r24i1p1f2","CNRM-CM6-1","g yr-1",47659244336195288
1990,"rh","historical","r25i1p1f1","IPSL-CM6A-LR","g yr-1",43897572008890616
1990,"rh","historical","r25i1p1f1","NorCPM1","g yr-1",29287925227804960
1990,"rh","historical","r25i1p1f2","CNRM-CM6-1","g yr-1",48505906079909832
1990,"rh","historical","r26i1p1f1","IPSL-CM6A-LR","g yr-1",44424989027521712
1990,"rh","historical","r26i1p1f1","NorCPM1","g yr-1",29870579659485268
1990,"rh","historical","r26i1p1f2","CNRM-CM6-1","g yr-1",47923992183678752
1990,"rh","historical","r27i1p1f1","IPSL-CM6A-LR","g yr-1",43657303161037952
1990,"rh","historical","r27i1p1f1","NorCPM1","g yr-1",30181492056274240
1990,"rh","historical","r27i1p1f2","CNRM-CM6-1","g yr-1",47346067691780848
1990,"rh","historical","r28i1p1f1","IPSL-CM6A-LR","g yr-1",43991332999767072
1990,"rh","historical","r28i1p1f1","NorCPM1","g yr-1",29496499932218544
1990,"rh","historical","r28i1p1f2","CNRM-CM6-1","g yr-1",48140704510680664
1990,"rh","historical","r29i1p1f1","IPSL-CM6A-LR","g yr-1",43590572996227152
1990,"rh","historical","r29i1p1f1","NorCPM1","g yr-1",29321834357316108
1990,"rh","historical","r29i1p1f2","CNRM-CM6-1","g yr-1",48318397148433720
1990,"rh","historical","r2i1p1f1","ACCESS-ESM1-5","g yr-1",58087188908398136
1990,"rh","historical","r2i1p1f1","CESM2","g yr-1",39457395901937424
1990,"rh","historical","r2i1p1f1","CESM2-WACCM","g yr-1",39874468021626704
1990,"rh","historical","r2i1p1f1","IPSL-CM6A-LR","g yr-1",44423704875221344
1990,"rh","historical","r2i1p1f1","MPI-ESM-1-2-HAM","g yr-1",65438890618305592
1990,"rh","historical","r2i1p1f1","MPI-ESM1-2-LR","g yr-1",63432096925431600
1990,"rh","historical","r2i1p1f1","NorCPM1","g yr-1",29090973077295344
1990,"rh","historical","r2i1p1f1","NorESM2-LM","g yr-1",38616577238196504
1990,"rh","historical","r2i1p1f2","CNRM-CM6-1","g yr-1",47750210590383840
1990,"rh","historical","r2i1p1f2","CNRM-ESM2-1","g yr-1",41539598194287216
1990,"rh","historical","r30i1p1f1","IPSL-CM6A-LR","g yr-1",43642192970677064
1990,"rh","historical","r30i1p1f1","NorCPM1","g yr-1",30022055444484532
1990,"rh","historical","r30i1p1f2","CNRM-CM6-1","g yr-1",48259285472214632
1990,"rh","historical","r31i1p1f1","IPSL-CM6A-LR","g yr-1",44250083687769296
1990,"rh","historical","r32i1p1f1","IPSL-CM6A-LR","g yr-1",44392414839423528
1990,"rh","historical","r3i1p1f1","ACCESS-ESM1-5","g yr-1",58427539064907592
1990,"rh","historical","r3i1p1f1","CESM2","g yr-1",40216509719801704
1990,"rh","historical","r3i1p1f1","CESM2-WACCM","g yr-1",39295987182766576
1990,"rh","historical","r3i1p1f1","IPSL-CM6A-LR","g yr-1",43641286702958136
1990,"rh","historical","r3i1p1f1","MPI-ESM1-2-LR","g yr-1",64117488112226440
1990,"rh","historical","r3i1p1f1","NorCPM1","g yr-1",29677394261386628
1990,"rh","historical","r3i1p1f1","NorESM2-LM","g yr-1",38516673729372208
1990,"rh","historical","r3i1p1f2","CNRM-CM6-1","g yr-1",48220056846595536
1990,"rh","historical","r3i1p1f2","CNRM-ESM2-1","g yr-1",42146645788712408
1990,"rh","historical","r4i1p1f1","CESM2","g yr-1",39506398701731760
1990,"rh","historical","r4i1p1f1","IPSL-CM6A-LR","g yr-1",44764345977324672
1990,"rh","historical","r4i1p1f1","MPI-ESM1-2-LR","g yr-1",63708032327299848
1990,"rh","historical","r4i1p1f1","NorCPM1","g yr-1",29816778516296540
1990,"rh","historical","r4i1p1f2","CNRM-CM6-1","g yr-1",47588268023048656
1990,"rh","historical","r4i1p1f2","CNRM-ESM2-1","g yr-1",40328092140705648
1990,"rh","historical","r5i1p1f1","CESM2","g yr-1",39345795291202608
1990,"rh","historical","r5i1p1f1","IPSL-CM6A-LR","g yr-1",42838137118288392
1990,"rh","historical","r5i1p1f1","MPI-ESM1-2-LR","g yr-1",62698512397444464
1990,"rh","historical","r5i1p1f1","NorCPM1","g yr-1",29428807900514392
1990,"rh","historical","r5i1p1f2","CNRM-CM6-1","g yr-1",48312781545579672
1990,"rh","historical","r5i1p1f2","CNRM-ESM2-1","g yr-1",41961855009261840
1990,"rh","historical","r6i1p1f1","CESM2","g yr-1",39601177050702544
1990,"rh","historical","r6i1p1f1","IPSL-CM6A-LR","g yr-1",44080591344659224
1990,"rh","historical","r6i1p1f1","MPI-ESM1-2-LR","g yr-1",63253285274169664
1990,"rh","historical","r6i1p1f1","NorCPM1","g yr-1",29788354215436168
1990,"rh","historical","r6i1p1f2","CNRM-CM6-1","g yr-1",48308319449714712
1990,"rh","historical","r7i1p1f1","CESM2","g yr-1",39855874867232960
1990,"rh","historical","r7i1p1f1","IPSL-CM6A-LR","g yr-1",44205041926800776
1990,"rh","historical","r7i1p1f1","MPI-ESM1-2-LR","g yr-1",63673240963022808
1990,"rh","historical","r7i1p1f1","NorCPM1","g yr-1",29375417344684420
1990,"rh","historical","r7i1p1f2","CNRM-CM6-1","g yr-1",47140841592607296
1990,"rh","historical","r8i1p1f1","CESM2","g yr-1",39740993082023136
1990,"rh","historical","r8i1p1f1","IPSL-CM6A-LR","g yr-1",44085984481716848
1990,"rh","historical","r8i1p1f1","MPI-ESM1-2-LR","g yr-1",64138855422795168
1990,"rh","historical","r8i1p1f1","NorCPM1","g yr-1",29514836227565216
1990,"rh","historical","r8i1p1f2","CNRM-CM6-1","g yr-1",47648767223726840
1990,"rh","historical","r8i1p1f2","CNRM-ESM2-1","g yr-1",41590237716807960
1990,"rh","historical","r9i1p1f1","CESM2","g yr-1",39719673241391096
1990,"rh","historical","r9i1p1f1","IPSL-CM6A-LR","g yr-1",43406363632589960
1990,"rh","historical","r9i1p1f1","MPI-ESM1-2-LR","g yr-1",63741350122120712
1990,"rh","historical","r9i1p1f1","NorCPM1","g yr-1",29758730102329912
1990,"rh","historical","r9i1p1f2","CNRM-CM6-1","g yr-1",49204372235460896
1990,"rh","historical","r9i1p1f2","CNRM-ESM2-1","g yr-1",41899172797873360
1991,"rh","historical","r10i1p1f1","CESM2","g yr-1",39605735547034616
1991,"rh","historical","r10i1p1f1","IPSL-CM6A-LR","g yr-1",43927287171918536
1991,"rh","historical","r10i1p1f1","MPI-ESM1-2-LR","g yr-1",63238297418367880
1991,"rh","historical","r10i1p1f1","NorCPM1","g yr-1",29246603251320920
1991,"rh","historical","r10i1p1f2","CNRM-CM6-1","g yr-1",47813455203666840
1991,"rh","historical","r10i1p1f2","CNRM-ESM2-1","g yr-1",42909714896959096
1991,"rh","historical","r11i1p1f1","CESM2","g yr-1",40247830139320280
1991,"rh","historical","r11i1p1f1","IPSL-CM6A-LR","g yr-1",43864926666110624
1991,"rh","historical","r11i1p1f1","NorCPM1","g yr-1",30052419120817700
1991,"rh","historical","r11i1p1f2","CNRM-CM6-1","g yr-1",47715260896502160
1991,"rh","historical","r12i1p1f1","IPSL-CM6A-LR","g yr-1",44656501805816392
1991,"rh","historical","r12i1p1f1","NorCPM1","g yr-1",30302786131218372
1991,"rh","historical","r12i1p1f2","CNRM-CM6-1","g yr-1",47395874319206608
1991,"rh","historical","r13i1p1f1","IPSL-CM6A-LR","g yr-1",43839946658684232
1991,"rh","historical","r13i1p1f1","NorCPM1","g yr-1",29986566759895252
1991,"rh","historical","r13i1p1f2","CNRM-CM6-1","g yr-1",48328936634625080
1991,"rh","historical","r14i1p1f1","IPSL-CM6A-LR","g yr-1",43864862998914896
1991,"rh","historical","r14i1p1f1","NorCPM1","g yr-1",29609137743420388
1991,"rh","historical","r14i1p1f2","CNRM-CM6-1","g yr-1",48514048103938360
1991,"rh","historical","r15i1p1f1","IPSL-CM6A-LR","g yr-1",44111291507602968
1991,"rh","historical","r15i1p1f1","NorCPM1","g yr-1",29825077474319248
1991,"rh","historical","r15i1p1f2","CNRM-CM6-1","g yr-1",48069234660513232
1991,"rh","historical","r16i1p1f1","IPSL-CM6A-LR","g yr-1",43511786792423872
1991,"rh","historical","r16i1p1f1","NorCPM1","g yr-1",29373940177429788
1991,"rh","historical","r16i1p1f2","CNRM-CM6-1","g yr-1",48814338749288048
1991,"rh","historical","r17i1p1f1","IPSL-CM6A-LR","g yr-1",43967175319867864
1991,"rh","historical","r17i1p1f1","NorCPM1","g yr-1",30097668772009448
1991,"rh","historical","r17i1p1f2","CNRM-CM6-1","g yr-1",48087637858883848
1991,"rh","historical","r18i1p1f1","IPSL-CM6A-LR","g yr-1",43869308165839016
1991,"rh","historical","r18i1p1f1","NorCPM1","g yr-1",29571943566923040
1991,"rh","historical","r18i1p1f2","CNRM-CM6-1","g yr-1",47640440598715392
1991,"rh","historical","r19i1p1f1","IPSL-CM6A-LR","g yr-1",43671719618317792
1991,"rh","historical","r19i1p1f1","NorCPM1","g yr-1",30012430368557416
1991,"rh","historical","r19i1p1f2","CNRM-CM6-1","g yr-1",47144848791929888
1991,"rh","historical","r1i1p1f1","ACCESS-ESM1-5","g yr-1",58468262839925928
1991,"rh","historical","r1i1p1f1","CESM2","g yr-1",39592372955439008
1991,"rh","historical","r1i1p1f1","CESM2-WACCM","g yr-1",39579004881186368
1991,"rh","historical","r1i1p1f1","IPSL-CM6A-LR","g yr-1",44096507766614592
1991,"rh","historical","r1i1p1f1","MPI-ESM-1-2-HAM","g yr-1",65342559673558224
1991,"rh","historical","r1i1p1f1","MPI-ESM1-2-LR","g yr-1",62519871945525528
1991,"rh","historical","r1i1p1f1","NorCPM1","g yr-1",30304659310062264
1991,"rh","historical","r1i1p1f1","NorESM2-LM","g yr-1",38347658891790656
1991,"rh","historical","r1i1p1f1","NorESM2-MM","g yr-1",38632534312442360
1991,"rh","historical","r1i1p1f1","SAM0-UNICON","g yr-1",44602906934923520
1991,"rh","historical","r1i1p1f2","CNRM-CM6-1","g yr-1",48244973138401376
1991,"rh","historical","r1i1p1f2","CNRM-CM6-1-HR","g yr-1",46772951140225608
1991,"rh","historical","r1i2p1f1","MRI-ESM2-0","g yr-1",51142593493407056
1991,"rh","historical","r20i1p1f1","IPSL-CM6A-LR","g yr-1",43799368344213696
1991,"rh","historical","r20i1p1f1","NorCPM1","g yr-1",29949774371176012
1991,"rh","historical","r20i1p1f2","CNRM-CM6-1","g yr-1",47176024105495672
1991,"rh","historical","r21i1p1f1","IPSL-CM6A-LR","g yr-1",44074778139676416
1991,"rh","historical","r21i1p1f1","NorCPM1","g yr-1",29353306844873200
1991,"rh","historical","r21i1p1f2","CNRM-CM6-1","g yr-1",47408140360362096
1991,"rh","historical","r22i1p1f1","IPSL-CM6A-LR","g yr-1",44006440047364440
1991,"rh","historical","r22i1p1f1","NorCPM1","g yr-1",29209459229259600
1991,"rh","historical","r22i1p1f2","CNRM-CM6-1","g yr-1",48529992421071216
1991,"rh","historical","r23i1p1f1","IPSL-CM6A-LR","g yr-1",43454362049807112
1991,"rh","historical","r23i1p1f1","NorCPM1","g yr-1",29669369242986336
1991,"rh","historical","r23i1p1f2","CNRM-CM6-1","g yr-1",48284288719765056
1991,"rh","historical","r24i1p1f1","IPSL-CM6A-LR","g yr-1",44368058338228040
1991,"rh","historical","r24i1p1f1","NorCPM1","g yr-1",29657366492672504
1991,"rh","historical","r24i1p1f2","CNRM-CM6-1","g yr-1",48143691405999240
1991,"rh","historical","r25i1p1f1","IPSL-CM6A-LR","g yr-1",43520532799829192
1991,"rh","historical","r25i1p1f1","NorCPM1","g yr-1",30212335219507096
1991,"rh","historical","r25i1p1f2","CNRM-CM6-1","g yr-1",48672561726171072
1991,"rh","historical","r26i1p1f1","IPSL-CM6A-LR","g yr-1",43575426039812376
1991,"rh","historical","r26i1p1f1","NorCPM1","g yr-1",30028850786124976
1991,"rh","historical","r26i1p1f2","CNRM-CM6-1","g yr-1",47225838162272384
1991,"rh","historical","r27i1p1f1","IPSL-CM6A-LR","g yr-1",43737944960270296
1991,"rh","historical","r27i1p1f1","NorCPM1","g yr-1",30055934625361780
1991,"rh","historical","r27i1p1f2","CNRM-CM6-1","g yr-1",47261960214753504
1991,"rh","historical","r28i1p1f1","IPSL-CM6A-LR","g yr-1",43718503161456280
1991,"rh","historical","r28i1p1f1","NorCPM1","g yr-1",29227853086702124
1991,"rh","historical","r28i1p1f2","CNRM-CM6-1","g yr-1",48239716363135456
1991,"rh","historical","r29i1p1f1","IPSL-CM6A-LR","g yr-1",43565381260115400
1991,"rh","historical","r29i1p1f1","NorCPM1","g yr-1",30443369648150996
1991,"rh","historical","r29i1p1f2","CNRM-CM6-1","g yr-1",47854685856719520
1991,"rh","historical","r2i1p1f1","ACCESS-ESM1-5","g yr-1",58098037567827792
1991,"rh","historical","r2i1p1f1","CESM2","g yr-1",40273304586058792
1991,"rh","historical","r2i1p1f1","CESM2-WACCM","g yr-1",39312668461393416
1991,"rh","historical","r2i1p1f1","IPSL-CM6A-LR","g yr-1",43485122373930600
1991,"rh","historical","r2i1p1f1","MPI-ESM-1-2-HAM","g yr-1",64787787141039456
1991,"rh","historical","r2i1p1f1","MPI-ESM1-2-LR","g yr-1",63948445302229224
1991,"rh","historical","r2i1p1f1","NorCPM1","g yr-1",30213035322913120
1991,"rh","historical","r2i1p1f1","NorESM2-LM","g yr-1",38166762170111616
1991,"rh","historical","r2i1p1f2","CNRM-CM6-1","g yr-1",47183682971329960
1991,"rh","historical","r2i1p1f2","CNRM-ESM2-1","g yr-1",42013375776908704
1991,"rh","historical","r30i1p1f1","IPSL-CM6A-LR","g yr-1",43139812098275944
1991,"rh","historical","r30i1p1f1","NorCPM1","g yr-1",29839417052160576
1991,"rh","historical","r30i1p1f2","CNRM-CM6-1","g yr-1",47640573345069840
1991,"rh","historical","r31i1p1f1","IPSL-CM6A-LR","g yr-1",43893308177882776
1991,"rh","historical","r32i1p1f1","IPSL-CM6A-LR","g yr-1",43878813522148880
1991,"rh","historical","r3i1p1f1","ACCESS-ESM1-5","g yr-1",57961924616051400
1991,"rh","historical","r3i1p1f1","CESM2","g yr-1",39634452996396280
1991,"rh","historical","r3i1p1f1","CESM2-WACCM","g yr-1",39266718419391264
1991,"rh","historical","r3i1p1f1","IPSL-CM6A-LR","g yr-1",44247039071673336
1991,"rh","historical","r3i1p1f1","MPI-ESM1-2-LR","g yr-1",63309306731549336
1991,"rh","historical","r3i1p1f1","NorCPM1","g yr-1",29932292907932292
1991,"rh","historical","r3i1p1f1","NorESM2-LM","g yr-1",37982891223241224
1991,"rh","historical","r3i1p1f2","CNRM-CM6-1","g yr-1",48250183899094312
1991,"rh","historical","r3i1p1f2","CNRM-ESM2-1","g yr-1",40979585905048392
1991,"rh","historical","r4i1p1f1","CESM2","g yr-1",39459208288744216
1991,"rh","historical","r4i1p1f1","IPSL-CM6A-LR","g yr-1",44290595868478176
1991,"rh","historical","r4i1p1f1","MPI-ESM1-2-LR","g yr-1",62842952076504216
1991,"rh","historical","r4i1p1f1","NorCPM1","g yr-1",29809499099637736
1991,"rh","historical","r4i1p1f2","CNRM-CM6-1","g yr-1",48160145894522608
1991,"rh","historical","r4i1p1f2","CNRM-ESM2-1","g yr-1",40795274697916264
1991,"rh","historical","r5i1p1f1","CESM2","g yr-1",40113011014109584
1991,"rh","historical","r5i1p1f1","IPSL-CM6A-LR","g yr-1",43204557486418224
1991,"rh","historical","r5i1p1f1","MPI-ESM1-2-LR","g yr-1",63906986747376240
1991,"rh","historical","r5i1p1f1","NorCPM1","g yr-1",29550982344478984
1991,"rh","historical","r5i1p1f2","CNRM-CM6-1","g yr-1",48383792536158904
1991,"rh","historical","r5i1p1f2","CNRM-ESM2-1","g yr-1",41958274703170624
1991,"rh","historical","r6i1p1f1","CESM2","g yr-1",39826405998798152
1991,"rh","historical","r6i1p1f1","IPSL-CM6A-LR","g yr-1",43397894418916880
1991,"rh","historical","r6i1p1f1","MPI-ESM1-2-LR","g yr-1",63893516768428000
1991,"rh","historical","r6i1p1f1","NorCPM1","g yr-1",29604369126648308
1991,"rh","historical","r6i1p1f2","CNRM-CM6-1","g yr-1",47449636311671720
1991,"rh","historical","r7i1p1f1","CESM2","g yr-1",39938250393247296
1991,"rh","historical","r7i1p1f1","IPSL-CM6A-LR","g yr-1",43820156489498880
1991,"rh","historical","r7i1p1f1","MPI-ESM1-2-LR","g yr-1",63633727035508152
1991,"rh","historical","r7i1p1f1","NorCPM1","g yr-1",29651855571243428
1991,"rh","historical","r7i1p1f2","CNRM-CM6-1","g yr-1",48175377783953488
1991,"rh","historical","r8i1p1f1","CESM2","g yr-1",39675633095091072
1991,"rh","historical","r8i1p1f1","IPSL-CM6A-LR","g yr-1",43942436179353352
1991,"rh","historical","r8i1p1f1","MPI-ESM1-2-LR","g yr-1",64007930780027000
1991,"rh","historical","r8i1p1f1","NorCPM1","g yr-1",29410173235604016
1991,"rh","historical","r8i1p1f2","CNRM-CM6-1","g yr-1",47568229026029504
1991,"rh","historical","r8i1p1f2","CNRM-ESM2-1","g yr-1",42047924508194232
1991,"rh","historical","r9i1p1f1","CESM2","g yr-1",39176533106789400
1991,"rh","historical","r9i1p1f1","IPSL-CM6A-LR","g yr-1",44033347188571256
1991,"rh","historical","r9i1p1f1","MPI-ESM1-2-LR","g yr-1",63400843655214200
1991,"rh","historical","r9i1p1f1","NorCPM1","g yr-1",30408248170273680
1991,"rh","historical","r9i1p1f2","CNRM-CM6-1","g yr-1",47978194949402368
1991,"rh","historical","r9i1p1f2","CNRM-ESM2-1","g yr-1",41583579573774560
1992,"rh","historical","r10i1p1f1","CESM2","g yr-1",39569449826250160
1992,"rh","historical","r10i1p1f1","IPSL-CM6A-LR","g yr-1",43957660320662224
1992,"rh","historical","r10i1p1f1","MPI-ESM1-2-LR","g yr-1",62563134862389936
1992,"rh","historical","r10i1p1f1","NorCPM1","g yr-1",29386606029370764
1992,"rh","historical","r10i1p1f2","CNRM-CM6-1","g yr-1",47391963732478760
1992,"rh","historical","r10i1p1f2","CNRM-ESM2-1","g yr-1",42146778225190880
1992,"rh","historical","r11i1p1f1","CESM2","g yr-1",40589136409211168
1992,"rh","historical","r11i1p1f1","IPSL-CM6A-LR","g yr-1",43466525342673992
1992,"rh","historical","r11i1p1f1","NorCPM1","g yr-1",29911208141048696
1992,"rh","historical","r11i1p1f2","CNRM-CM6-1","g yr-1",48214942778526664
1992,"rh","historical","r12i1p1f1","IPSL-CM6A-LR","g yr-1",44210243385347056
1992,"rh","historical","r12i1p1f1","NorCPM1","g yr-1",29952095096801296
1992,"rh","historical","r12i1p1f2","CNRM-CM6-1","g yr-1",47974148588677672
1992,"rh","historical","r13i1p1f1","IPSL-CM6A-LR","g yr-1",44181567354534520
1992,"rh","historical","r13i1p1f1","NorCPM1","g yr-1",29502007694444036
1992,"rh","historical","r13i1p1f2","CNRM-CM6-1","g yr-1",47643342281865448
1992,"rh","historical","r14i1p1f1","IPSL-CM6A-LR","g yr-1",43246327877397912
1992,"rh","historical","r14i1p1f1","NorCPM1","g yr-1",29808513104347648
1992,"rh","historical","r14i1p1f2","CNRM-CM6-1","g yr-1",47590367122382808
1992,"rh","historical","r15i1p1f1","IPSL-CM6A-LR","g yr-1",43272330423190264
1992,"rh","historical","r15i1p1f1","NorCPM1","g yr-1",29912811532518496
1992,"rh","historical","r15i1p1f2","CNRM-CM6-1","g yr-1",48930459895166592
1992,"rh","historical","r16i1p1f1","IPSL-CM6A-LR","g yr-1",43950562260680752
1992,"rh","historical","r16i1p1f1","NorCPM1","g yr-1",29875410100129452
1992,"rh","historical","r16i1p1f2","CNRM-CM6-1","g yr-1",48957459928897240
1992,"rh","historical","r17i1p1f1","IPSL-CM6A-LR","g yr-1",44193169382570968
1992,"rh","historical","r17i1p1f1","NorCPM1","g yr-1",29493839374072432
1992,"rh","historical","r17i1p1f2","CNRM-CM6-1","g yr-1",47844146139036264
