units,year,variable,model,experiment,ensemble,global_value
kg/yr,1922,rh,CNRM-CM6-1,historical,r6i1p1f2,5.47926E+14
kg/yr,1923,rh,CNRM-CM6-1,historical,r6i1p1f2,5.47977E+14
kg/yr,1924,rh,CNRM-CM6-1,historical,r6i1p1f2,5.48665E+14
kg/yr,1925,rh,CNRM-CM6-1,historical,r6i1p1f2,5.57527E+14
kg/yr,1926,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53023E+14
kg/yr,1927,rh,CNRM-CM6-1,historical,r6i1p1f2,5.50638E+14
kg/yr,1928,rh,CNRM-CM6-1,historical,r6i1p1f2,5.54643E+14
kg/yr,1929,rh,CNRM-CM6-1,historical,r6i1p1f2,5.47819E+14
kg/yr,1930,rh,CNRM-CM6-1,historical,r6i1p1f2,5.42727E+14
kg/yr,1931,rh,CNRM-CM6-1,historical,r6i1p1f2,5.531E+14
kg/yr,1932,rh,CNRM-CM6-1,historical,r6i1p1f2,5.50477E+14
kg/yr,1933,rh,CNRM-CM6-1,historical,r6i1p1f2,5.43672E+14
kg/yr,1934,rh,CNRM-CM6-1,historical,r6i1p1f2,5.48573E+14
kg/yr,1935,rh,CNRM-CM6-1,historical,r6i1p1f2,5.58754E+14
kg/yr,1936,rh,CNRM-CM6-1,historical,r6i1p1f2,5.44653E+14
kg/yr,1937,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46831E+14
kg/yr,1938,rh,CNRM-CM6-1,historical,r6i1p1f2,5.48206E+14
kg/yr,1939,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53809E+14
kg/yr,1940,rh,CNRM-CM6-1,historical,r6i1p1f2,5.59162E+14
kg/yr,1941,rh,CNRM-CM6-1,historical,r6i1p1f2,5.41931E+14
kg/yr,1942,rh,CNRM-CM6-1,historical,r6i1p1f2,5.5076E+14
kg/yr,1943,rh,CNRM-CM6-1,historical,r6i1p1f2,5.51845E+14
kg/yr,1944,rh,CNRM-CM6-1,historical,r6i1p1f2,5.54205E+14
kg/yr,1945,rh,CNRM-CM6-1,historical,r6i1p1f2,5.38214E+14
kg/yr,1946,rh,CNRM-CM6-1,historical,r6i1p1f2,5.47132E+14
kg/yr,1947,rh,CNRM-CM6-1,historical,r6i1p1f2,5.51822E+14
kg/yr,1948,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46198E+14
kg/yr,1949,rh,CNRM-CM6-1,historical,r6i1p1f2,5.56675E+14
kg/yr,1950,rh,CNRM-CM6-1,historical,r6i1p1f2,5.52655E+14
kg/yr,1951,rh,CNRM-CM6-1,historical,r6i1p1f2,5.51659E+14
kg/yr,1952,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53155E+14
kg/yr,1953,rh,CNRM-CM6-1,historical,r6i1p1f2,5.56814E+14
kg/yr,1954,rh,CNRM-CM6-1,historical,r6i1p1f2,5.44352E+14
kg/yr,1955,rh,CNRM-CM6-1,historical,r6i1p1f2,5.49374E+14
kg/yr,1956,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53546E+14
kg/yr,1957,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46428E+14
kg/yr,1958,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53157E+14
kg/yr,1959,rh,CNRM-CM6-1,historical,r6i1p1f2,5.58136E+14
kg/yr,1960,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46495E+14
kg/yr,1961,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46253E+14
kg/yr,1962,rh,CNRM-CM6-1,historical,r6i1p1f2,5.55387E+14
kg/yr,1963,rh,CNRM-CM6-1,historical,r6i1p1f2,5.46679E+14
kg/yr,1964,rh,CNRM-CM6-1,historical,r6i1p1f2,5.40597E+14
kg/yr,1965,rh,CNRM-CM6-1,historical,r6i1p1f2,5.40327E+14
kg/yr,1966,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53014E+14
kg/yr,1967,rh,CNRM-CM6-1,historical,r6i1p1f2,5.47653E+14
kg/yr,1968,rh,CNRM-CM6-1,historical,r6i1p1f2,5.44947E+14
kg/yr,1969,rh,CNRM-CM6-1,historical,r6i1p1f2,5.48022E+14
kg/yr,1970,rh,CNRM-CM6-1,historical,r6i1p1f2,5.45841E+14
kg/yr,1971,rh,CNRM-CM6-1,historical,r6i1p1f2,5.55961E+14
kg/yr,1972,rh,CNRM-CM6-1,historical,r6i1p1f2,5.50073E+14
kg/yr,1973,rh,CNRM-CM6-1,historical,r6i1p1f2,5.49901E+14
kg/yr,1974,rh,CNRM-CM6-1,historical,r6i1p1f2,5.4746E+14
kg/yr,1975,rh,CNRM-CM6-1,historical,r6i1p1f2,5.503E+14
kg/yr,1976,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53085E+14
kg/yr,1977,rh,CNRM-CM6-1,historical,r6i1p1f2,5.5124E+14
kg/yr,1978,rh,CNRM-CM6-1,historical,r6i1p1f2,5.51013E+14
kg/yr,1979,rh,CNRM-CM6-1,historical,r6i1p1f2,5.58212E+14
kg/yr,1980,rh,CNRM-CM6-1,historical,r6i1p1f2,5.66643E+14
kg/yr,1981,rh,CNRM-CM6-1,historical,r6i1p1f2,5.52149E+14
kg/yr,1982,rh,CNRM-CM6-1,historical,r6i1p1f2,5.58304E+14
kg/yr,1983,rh,CNRM-CM6-1,historical,r6i1p1f2,5.55402E+14
kg/yr,1984,rh,CNRM-CM6-1,historical,r6i1p1f2,5.52856E+14
kg/yr,1985,rh,CNRM-CM6-1,historical,r6i1p1f2,5.5233E+14
kg/yr,1986,rh,CNRM-CM6-1,historical,r6i1p1f2,5.52386E+14
kg/yr,1987,rh,CNRM-CM6-1,historical,r6i1p1f2,5.61814E+14
kg/yr,1988,rh,CNRM-CM6-1,historical,r6i1p1f2,5.5242E+14
kg/yr,1989,rh,CNRM-CM6-1,historical,r6i1p1f2,5.59202E+14
kg/yr,1990,rh,CNRM-CM6-1,historical,r6i1p1f2,5.65898E+14
kg/yr,1991,rh,CNRM-CM6-1,historical,r6i1p1f2,5.55388E+14
kg/yr,1992,rh,CNRM-CM6-1,historical,r6i1p1f2,5.53462E+14
kg/yr,1993,rh,CNRM-CM6-1,historical,r6i1p1f2,5.59013E+14
kg/yr,1994,rh,CNRM-CM6-1,historical,r6i1p1f2,5.64522E+14
kg/yr,1995,rh,CNRM-CM6-1,historical,r6i1p1f2,5.61884E+14
kg/yr,1996,rh,CNRM-CM6-1,historical,r6i1p1f2,5.66336E+14
kg/yr,1997,rh,CNRM-CM6-1,historical,r6i1p1f2,5.6622E+14
kg/yr,1998,rh,CNRM-CM6-1,historical,r6i1p1f2,5.75669E+14
kg/yr,1999,rh,CNRM-CM6-1,historical,r6i1p1f2,5.68608E+14
kg/yr,2000,rh,CNRM-CM6-1,historical,r6i1p1f2,5.62814E+14
kg/yr,2001,rh,CNRM-CM6-1,historical,r6i1p1f2,5.63282E+14
kg/yr,2002,rh,CNRM-CM6-1,historical,r6i1p1f2,5.69447E+14
kg/yr,2003,rh,CNRM-CM6-1,historical,r6i1p1f2,5.82427E+14
kg/yr,2004,rh,CNRM-CM6-1,historical,r6i1p1f2,5.67015E+14
kg/yr,2005,rh,CNRM-CM6-1,historical,r6i1p1f2,5.73373E+14
kg/yr,2006,rh,CNRM-CM6-1,historical,r6i1p1f2,5.80756E+14
kg/yr,2007,rh,CNRM-CM6-1,historical,r6i1p1f2,5.88278E+14
kg/yr,2008,rh,CNRM-CM6-1,historical,r6i1p1f2,5.72569E+14
kg/yr,2009,rh,CNRM-CM6-1,historical,r6i1p1f2,5.79017E+14
kg/yr,2010,rh,CNRM-CM6-1,historical,r6i1p1f2,5.68462E+14
kg/yr,2011,rh,CNRM-CM6-1,historical,r6i1p1f2,5.78328E+14
kg/yr,2012,rh,CNRM-CM6-1,historical,r6i1p1f2,5.8159E+14
kg/yr,2013,rh,CNRM-CM6-1,historical,r6i1p1f2,5.7809E+14
kg/yr,2014,rh,CNRM-CM6-1,historical,r6i1p1f2,5.85911E+14
kg/yr,1850,rh,CNRM-CM6-1,historical,r7i1p1f2,5.4022E+14
kg/yr,1851,rh,CNRM-CM6-1,historical,r7i1p1f2,5.39787E+14
kg/yr,1852,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44581E+14
kg/yr,1853,rh,CNRM-CM6-1,historical,r7i1p1f2,5.32455E+14
kg/yr,1854,rh,CNRM-CM6-1,historical,r7i1p1f2,5.32513E+14
kg/yr,1855,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49642E+14
kg/yr,1856,rh,CNRM-CM6-1,historical,r7i1p1f2,5.426E+14
kg/yr,1857,rh,CNRM-CM6-1,historical,r7i1p1f2,5.39841E+14
kg/yr,1858,rh,CNRM-CM6-1,historical,r7i1p1f2,5.3675E+14
kg/yr,1859,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47989E+14
kg/yr,1860,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38719E+14
kg/yr,1861,rh,CNRM-CM6-1,historical,r7i1p1f2,5.43669E+14
kg/yr,1862,rh,CNRM-CM6-1,historical,r7i1p1f2,5.36108E+14
kg/yr,1863,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45912E+14
kg/yr,1864,rh,CNRM-CM6-1,historical,r7i1p1f2,5.39609E+14
kg/yr,1865,rh,CNRM-CM6-1,historical,r7i1p1f2,5.35522E+14
kg/yr,1866,rh,CNRM-CM6-1,historical,r7i1p1f2,5.36637E+14
kg/yr,1867,rh,CNRM-CM6-1,historical,r7i1p1f2,5.41298E+14
kg/yr,1868,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38692E+14
kg/yr,1869,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38988E+14
kg/yr,1870,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44034E+14
kg/yr,1871,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45209E+14
kg/yr,1872,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40975E+14
kg/yr,1873,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44125E+14
kg/yr,1874,rh,CNRM-CM6-1,historical,r7i1p1f2,5.39235E+14
kg/yr,1875,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38229E+14
kg/yr,1876,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49104E+14
kg/yr,1877,rh,CNRM-CM6-1,historical,r7i1p1f2,5.4274E+14
kg/yr,1878,rh,CNRM-CM6-1,historical,r7i1p1f2,5.42968E+14
kg/yr,1879,rh,CNRM-CM6-1,historical,r7i1p1f2,5.41788E+14
kg/yr,1880,rh,CNRM-CM6-1,historical,r7i1p1f2,5.43221E+14
kg/yr,1881,rh,CNRM-CM6-1,historical,r7i1p1f2,5.34599E+14
kg/yr,1882,rh,CNRM-CM6-1,historical,r7i1p1f2,5.37956E+14
kg/yr,1883,rh,CNRM-CM6-1,historical,r7i1p1f2,5.41782E+14
kg/yr,1884,rh,CNRM-CM6-1,historical,r7i1p1f2,5.39885E+14
kg/yr,1885,rh,CNRM-CM6-1,historical,r7i1p1f2,5.33213E+14
kg/yr,1886,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45327E+14
kg/yr,1887,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40278E+14
kg/yr,1888,rh,CNRM-CM6-1,historical,r7i1p1f2,5.35856E+14
kg/yr,1889,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45801E+14
kg/yr,1890,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49327E+14
kg/yr,1891,rh,CNRM-CM6-1,historical,r7i1p1f2,5.43292E+14
kg/yr,1892,rh,CNRM-CM6-1,historical,r7i1p1f2,5.451E+14
kg/yr,1893,rh,CNRM-CM6-1,historical,r7i1p1f2,5.5786E+14
kg/yr,1894,rh,CNRM-CM6-1,historical,r7i1p1f2,5.41813E+14
kg/yr,1895,rh,CNRM-CM6-1,historical,r7i1p1f2,5.43341E+14
kg/yr,1896,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46139E+14
kg/yr,1897,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46438E+14
kg/yr,1898,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46113E+14
kg/yr,1899,rh,CNRM-CM6-1,historical,r7i1p1f2,5.41837E+14
kg/yr,1900,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40843E+14
kg/yr,1901,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53194E+14
kg/yr,1902,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40596E+14
kg/yr,1903,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44544E+14
kg/yr,1904,rh,CNRM-CM6-1,historical,r7i1p1f2,5.34832E+14
kg/yr,1905,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47902E+14
kg/yr,1906,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44643E+14
kg/yr,1907,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47975E+14
kg/yr,1908,rh,CNRM-CM6-1,historical,r7i1p1f2,5.48665E+14
kg/yr,1909,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46064E+14
kg/yr,1910,rh,CNRM-CM6-1,historical,r7i1p1f2,5.43444E+14
kg/yr,1911,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53232E+14
kg/yr,1912,rh,CNRM-CM6-1,historical,r7i1p1f2,5.51899E+14
kg/yr,1913,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46625E+14
kg/yr,1914,rh,CNRM-CM6-1,historical,r7i1p1f2,5.454E+14
kg/yr,1915,rh,CNRM-CM6-1,historical,r7i1p1f2,5.5262E+14
kg/yr,1916,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54283E+14
kg/yr,1917,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55137E+14
kg/yr,1918,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55521E+14
kg/yr,1919,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54951E+14
kg/yr,1920,rh,CNRM-CM6-1,historical,r7i1p1f2,5.48788E+14
kg/yr,1921,rh,CNRM-CM6-1,historical,r7i1p1f2,5.52455E+14
kg/yr,1922,rh,CNRM-CM6-1,historical,r7i1p1f2,5.64889E+14
kg/yr,1923,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53986E+14
kg/yr,1924,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54544E+14
kg/yr,1925,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46217E+14
kg/yr,1926,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53825E+14
kg/yr,1927,rh,CNRM-CM6-1,historical,r7i1p1f2,5.57449E+14
kg/yr,1928,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55915E+14
kg/yr,1929,rh,CNRM-CM6-1,historical,r7i1p1f2,5.58011E+14
kg/yr,1930,rh,CNRM-CM6-1,historical,r7i1p1f2,5.59669E+14
kg/yr,1931,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53809E+14
kg/yr,1932,rh,CNRM-CM6-1,historical,r7i1p1f2,5.48993E+14
kg/yr,1933,rh,CNRM-CM6-1,historical,r7i1p1f2,5.56158E+14
kg/yr,1934,rh,CNRM-CM6-1,historical,r7i1p1f2,5.58736E+14
kg/yr,1935,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47287E+14
kg/yr,1936,rh,CNRM-CM6-1,historical,r7i1p1f2,5.56089E+14
kg/yr,1937,rh,CNRM-CM6-1,historical,r7i1p1f2,5.61588E+14
kg/yr,1938,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53299E+14
kg/yr,1939,rh,CNRM-CM6-1,historical,r7i1p1f2,5.531E+14
kg/yr,1940,rh,CNRM-CM6-1,historical,r7i1p1f2,5.63958E+14
kg/yr,1941,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45984E+14
kg/yr,1942,rh,CNRM-CM6-1,historical,r7i1p1f2,5.51387E+14
kg/yr,1943,rh,CNRM-CM6-1,historical,r7i1p1f2,5.59869E+14
kg/yr,1944,rh,CNRM-CM6-1,historical,r7i1p1f2,5.52367E+14
kg/yr,1945,rh,CNRM-CM6-1,historical,r7i1p1f2,5.59317E+14
kg/yr,1946,rh,CNRM-CM6-1,historical,r7i1p1f2,5.69959E+14
kg/yr,1947,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53825E+14
kg/yr,1948,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54449E+14
kg/yr,1949,rh,CNRM-CM6-1,historical,r7i1p1f2,5.51666E+14
kg/yr,1950,rh,CNRM-CM6-1,historical,r7i1p1f2,5.56694E+14
kg/yr,1951,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55166E+14
kg/yr,1952,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55131E+14
kg/yr,1953,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55162E+14
kg/yr,1954,rh,CNRM-CM6-1,historical,r7i1p1f2,5.4478E+14
kg/yr,1955,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47837E+14
kg/yr,1956,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55355E+14
kg/yr,1957,rh,CNRM-CM6-1,historical,r7i1p1f2,5.51707E+14
kg/yr,1958,rh,CNRM-CM6-1,historical,r7i1p1f2,5.50613E+14
kg/yr,1959,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53907E+14
kg/yr,1960,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55096E+14
kg/yr,1961,rh,CNRM-CM6-1,historical,r7i1p1f2,5.473E+14
kg/yr,1962,rh,CNRM-CM6-1,historical,r7i1p1f2,5.42622E+14
kg/yr,1963,rh,CNRM-CM6-1,historical,r7i1p1f2,5.52527E+14
kg/yr,1964,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46748E+14
kg/yr,1965,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38674E+14
kg/yr,1966,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49791E+14
kg/yr,1967,rh,CNRM-CM6-1,historical,r7i1p1f2,5.50851E+14
kg/yr,1968,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44995E+14
kg/yr,1969,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40965E+14
kg/yr,1970,rh,CNRM-CM6-1,historical,r7i1p1f2,5.51632E+14
kg/yr,1971,rh,CNRM-CM6-1,historical,r7i1p1f2,5.57527E+14
kg/yr,1972,rh,CNRM-CM6-1,historical,r7i1p1f2,5.40058E+14
kg/yr,1973,rh,CNRM-CM6-1,historical,r7i1p1f2,5.4276E+14
kg/yr,1974,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54594E+14
kg/yr,1975,rh,CNRM-CM6-1,historical,r7i1p1f2,5.38129E+14
kg/yr,1976,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46041E+14
kg/yr,1977,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45138E+14
kg/yr,1978,rh,CNRM-CM6-1,historical,r7i1p1f2,5.4454E+14
kg/yr,1979,rh,CNRM-CM6-1,historical,r7i1p1f2,5.55543E+14
kg/yr,1980,rh,CNRM-CM6-1,historical,r7i1p1f2,5.47475E+14
kg/yr,1981,rh,CNRM-CM6-1,historical,r7i1p1f2,5.57372E+14
kg/yr,1982,rh,CNRM-CM6-1,historical,r7i1p1f2,5.44952E+14
kg/yr,1983,rh,CNRM-CM6-1,historical,r7i1p1f2,5.46377E+14
kg/yr,1984,rh,CNRM-CM6-1,historical,r7i1p1f2,5.5738E+14
kg/yr,1985,rh,CNRM-CM6-1,historical,r7i1p1f2,5.45271E+14
kg/yr,1986,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49024E+14
kg/yr,1987,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53617E+14
kg/yr,1988,rh,CNRM-CM6-1,historical,r7i1p1f2,5.5659E+14
kg/yr,1989,rh,CNRM-CM6-1,historical,r7i1p1f2,5.60728E+14
kg/yr,1990,rh,CNRM-CM6-1,historical,r7i1p1f2,5.5212E+14
kg/yr,1991,rh,CNRM-CM6-1,historical,r7i1p1f2,5.64176E+14
kg/yr,1992,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49162E+14
kg/yr,1993,rh,CNRM-CM6-1,historical,r7i1p1f2,5.49533E+14
kg/yr,1994,rh,CNRM-CM6-1,historical,r7i1p1f2,5.54584E+14
kg/yr,1995,rh,CNRM-CM6-1,historical,r7i1p1f2,5.53526E+14
kg/yr,1996,rh,CNRM-CM6-1,historical,r7i1p1f2,5.59614E+14
kg/yr,1997,rh,CNRM-CM6-1,historical,r7i1p1f2,5.68987E+14
kg/yr,1998,rh,CNRM-CM6-1,historical,r7i1p1f2,5.62851E+14
kg/yr,1999,rh,CNRM-CM6-1,historical,r7i1p1f2,5.67925E+14
kg/yr,2000,rh,CNRM-CM6-1,historical,r7i1p1f2,5.61599E+14
kg/yr,2001,rh,CNRM-CM6-1,historical,r7i1p1f2,5.66562E+14
kg/yr,2002,rh,CNRM-CM6-1,historical,r7i1p1f2,5.65137E+14
kg/yr,2003,rh,CNRM-CM6-1,historical,r7i1p1f2,5.70209E+14
kg/yr,2004,rh,CNRM-CM6-1,historical,r7i1p1f2,5.63415E+14
kg/yr,2005,rh,CNRM-CM6-1,historical,r7i1p1f2,5.63115E+14
kg/yr,2006,rh,CNRM-CM6-1,historical,r7i1p1f2,5.73803E+14
kg/yr,2007,rh,CNRM-CM6-1,historical,r7i1p1f2,5.70206E+14
kg/yr,2008,rh,CNRM-CM6-1,historical,r7i1p1f2,5.74284E+14
kg/yr,2009,rh,CNRM-CM6-1,historical,r7i1p1f2,5.73789E+14
kg/yr,2010,rh,CNRM-CM6-1,historical,r7i1p1f2,5.64717E+14
kg/yr,2011,rh,CNRM-CM6-1,historical,r7i1p1f2,5.82759E+14
kg/yr,2012,rh,CNRM-CM6-1,historical,r7i1p1f2,5.71389E+14
kg/yr,2013,rh,CNRM-CM6-1,historical,r7i1p1f2,5.74775E+14
kg/yr,2014,rh,CNRM-CM6-1,historical,r7i1p1f2,5.84019E+14
kg/yr,1850,rh,CNRM-CM6-1,historical,r8i1p1f2,5.48513E+14
kg/yr,1851,rh,CNRM-CM6-1,historical,r8i1p1f2,5.40896E+14
kg/yr,1852,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49245E+14
kg/yr,1853,rh,CNRM-CM6-1,historical,r8i1p1f2,5.40002E+14
kg/yr,1854,rh,CNRM-CM6-1,historical,r8i1p1f2,5.45848E+14
kg/yr,1855,rh,CNRM-CM6-1,historical,r8i1p1f2,5.48323E+14
kg/yr,1856,rh,CNRM-CM6-1,historical,r8i1p1f2,5.38992E+14
kg/yr,1857,rh,CNRM-CM6-1,historical,r8i1p1f2,5.51176E+14
kg/yr,1858,rh,CNRM-CM6-1,historical,r8i1p1f2,5.54071E+14
kg/yr,1859,rh,CNRM-CM6-1,historical,r8i1p1f2,5.55634E+14
kg/yr,1860,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4508E+14
kg/yr,1861,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42746E+14
kg/yr,1862,rh,CNRM-CM6-1,historical,r8i1p1f2,5.59072E+14
kg/yr,1863,rh,CNRM-CM6-1,historical,r8i1p1f2,5.47971E+14
kg/yr,1864,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46369E+14
kg/yr,1865,rh,CNRM-CM6-1,historical,r8i1p1f2,5.57242E+14
kg/yr,1866,rh,CNRM-CM6-1,historical,r8i1p1f2,5.50973E+14
kg/yr,1867,rh,CNRM-CM6-1,historical,r8i1p1f2,5.52531E+14
kg/yr,1868,rh,CNRM-CM6-1,historical,r8i1p1f2,5.47744E+14
kg/yr,1869,rh,CNRM-CM6-1,historical,r8i1p1f2,5.53944E+14
kg/yr,1870,rh,CNRM-CM6-1,historical,r8i1p1f2,5.48835E+14
kg/yr,1871,rh,CNRM-CM6-1,historical,r8i1p1f2,5.43079E+14
kg/yr,1872,rh,CNRM-CM6-1,historical,r8i1p1f2,5.50938E+14
kg/yr,1873,rh,CNRM-CM6-1,historical,r8i1p1f2,5.58386E+14
kg/yr,1874,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49715E+14
kg/yr,1875,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49166E+14
kg/yr,1876,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4708E+14
kg/yr,1877,rh,CNRM-CM6-1,historical,r8i1p1f2,5.44273E+14
kg/yr,1878,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49332E+14
kg/yr,1879,rh,CNRM-CM6-1,historical,r8i1p1f2,5.51596E+14
kg/yr,1880,rh,CNRM-CM6-1,historical,r8i1p1f2,5.47808E+14
kg/yr,1881,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46016E+14
kg/yr,1882,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49958E+14
kg/yr,1883,rh,CNRM-CM6-1,historical,r8i1p1f2,5.44393E+14
kg/yr,1884,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4072E+14
kg/yr,1885,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4135E+14
kg/yr,1886,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42819E+14
kg/yr,1887,rh,CNRM-CM6-1,historical,r8i1p1f2,5.43338E+14
kg/yr,1888,rh,CNRM-CM6-1,historical,r8i1p1f2,5.386E+14
kg/yr,1889,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42174E+14
kg/yr,1890,rh,CNRM-CM6-1,historical,r8i1p1f2,5.55145E+14
kg/yr,1891,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42884E+14
kg/yr,1892,rh,CNRM-CM6-1,historical,r8i1p1f2,5.515E+14
kg/yr,1893,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46149E+14
kg/yr,1894,rh,CNRM-CM6-1,historical,r8i1p1f2,5.50191E+14
kg/yr,1895,rh,CNRM-CM6-1,historical,r8i1p1f2,5.50609E+14
kg/yr,1896,rh,CNRM-CM6-1,historical,r8i1p1f2,5.43644E+14
kg/yr,1897,rh,CNRM-CM6-1,historical,r8i1p1f2,5.44966E+14
kg/yr,1898,rh,CNRM-CM6-1,historical,r8i1p1f2,5.50899E+14
kg/yr,1899,rh,CNRM-CM6-1,historical,r8i1p1f2,5.45713E+14
kg/yr,1900,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42564E+14
kg/yr,1901,rh,CNRM-CM6-1,historical,r8i1p1f2,5.48343E+14
kg/yr,1902,rh,CNRM-CM6-1,historical,r8i1p1f2,5.53349E+14
kg/yr,1903,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4279E+14
kg/yr,1904,rh,CNRM-CM6-1,historical,r8i1p1f2,5.4113E+14
kg/yr,1905,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46622E+14
kg/yr,1906,rh,CNRM-CM6-1,historical,r8i1p1f2,5.52012E+14
kg/yr,1907,rh,CNRM-CM6-1,historical,r8i1p1f2,5.42749E+14
kg/yr,1908,rh,CNRM-CM6-1,historical,r8i1p1f2,5.47354E+14
kg/yr,1909,rh,CNRM-CM6-1,historical,r8i1p1f2,5.47846E+14
kg/yr,1910,rh,CNRM-CM6-1,historical,r8i1p1f2,5.34183E+14
kg/yr,1911,rh,CNRM-CM6-1,historical,r8i1p1f2,5.51591E+14
kg/yr,1912,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46509E+14
kg/yr,1913,rh,CNRM-CM6-1,historical,r8i1p1f2,5.52393E+14
kg/yr,1914,rh,CNRM-CM6-1,historical,r8i1p1f2,5.46044E+14
kg/yr,1915,rh,CNRM-CM6-1,historical,r8i1p1f2,5.49398E+14
kg/yr,1916,rh,CNRM-CM6-1,historical,r8i1p1f2,5.53389E+14
