"variable","model","experiment","coords","value","units"
"rh","CNRM-ESM2-1","historical",75,0.0217666710790128,"%"
"rh","CNRM-ESM2-1","historical",80,0.00480563537238831,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000259236876233266,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0561050600206692,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.147007576706697,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.382965738968787,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.708055295221141,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99304939487889,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.4623391174921,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.64085951716366,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.08697312652323,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.55675434458173,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.25950694901651,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.81538934786035,"%"
"rh","IPSL-CM6A-LR","historical",0,9.337077194518,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1444788776793,"%"
"rh","IPSL-CM6A-LR","historical",10,5.02828463889222,"%"
"rh","IPSL-CM6A-LR","historical",15,2.80448819259905,"%"
"rh","IPSL-CM6A-LR","historical",20,2.94484035773113,"%"
"rh","IPSL-CM6A-LR","historical",25,3.07936692998031,"%"
"rh","IPSL-CM6A-LR","historical",30,3.2084173373517,"%"
"rh","IPSL-CM6A-LR","historical",35,3.55195236249648,"%"
"rh","IPSL-CM6A-LR","historical",40,3.85331870163672,"%"
"rh","IPSL-CM6A-LR","historical",45,4.03233760774951,"%"
"rh","IPSL-CM6A-LR","historical",50,3.81181299194826,"%"
"rh","IPSL-CM6A-LR","historical",55,3.09436010210731,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000253140129196929,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0553791955456219,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.149189081208831,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.384888446242704,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.702935996060942,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.97079951963644,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.41699139246319,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.65085006809593,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.17453767521147,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.67132303887273,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.35715264778277,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.89665722205763,"%"
"rh","IPSL-CM6A-LR","historical",0,9.39195839282723,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2769999717412,"%"
"rh","IPSL-CM6A-LR","historical",10,5.15094766195211,"%"
"rh","IPSL-CM6A-LR","historical",15,2.77879592509577,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91521706685052,"%"
"rh","IPSL-CM6A-LR","historical",25,3.02352550927226,"%"
"rh","IPSL-CM6A-LR","historical",30,3.12817197317623,"%"
"rh","IPSL-CM6A-LR","historical",35,3.49838078695289,"%"
"rh","IPSL-CM6A-LR","historical",40,3.76149293709661,"%"
"rh","IPSL-CM6A-LR","historical",45,3.93651508523615,"%"
"rh","IPSL-CM6A-LR","historical",50,3.70839659501919,"%"
"rh","IPSL-CM6A-LR","historical",55,2.99864067147237,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000259700136331182,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0575611513106665,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.143064626772838,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.367377533736611,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.693181890389847,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.00282691106803,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.48640863080968,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.67405841792097,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.00409080663423,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.51806369211038,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.22018371679601,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.78286380751414,"%"
"rh","IPSL-CM6A-LR","historical",0,9.33633353030245,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2569365317458,"%"
"rh","IPSL-CM6A-LR","historical",10,5.1733760312953,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81429685711591,"%"
"rh","IPSL-CM6A-LR","historical",20,2.90739714912728,"%"
"rh","IPSL-CM6A-LR","historical",25,3.15155977846697,"%"
"rh","IPSL-CM6A-LR","historical",30,3.26800838930351,"%"
"rh","IPSL-CM6A-LR","historical",35,3.58317021354433,"%"
"rh","IPSL-CM6A-LR","historical",40,3.81640783852253,"%"
"rh","IPSL-CM6A-LR","historical",45,3.92844684316479,"%"
"rh","IPSL-CM6A-LR","historical",50,3.75735161601768,"%"
"rh","IPSL-CM6A-LR","historical",55,3.05677433619366,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000252019424372789,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0549792216146693,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.146683300395317,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.384476496624775,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.713781795404782,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.00808752824163,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.46751520678667,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.67176009595979,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.16342908872139,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.7285144564146,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.38287206770448,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.83795176103653,"%"
"rh","IPSL-CM6A-LR","historical",0,9.28273546751943,"%"
"rh","IPSL-CM6A-LR","historical",5,10.0979236048055,"%"
"rh","IPSL-CM6A-LR","historical",10,5.15024584037905,"%"
"rh","IPSL-CM6A-LR","historical",15,2.73386999604577,"%"
"rh","IPSL-CM6A-LR","historical",20,2.85315072587417,"%"
"rh","IPSL-CM6A-LR","historical",25,3.025347972631,"%"
"rh","IPSL-CM6A-LR","historical",30,3.18151039898537,"%"
"rh","IPSL-CM6A-LR","historical",35,3.50834131131726,"%"
"rh","IPSL-CM6A-LR","historical",40,3.78987174466442,"%"
"rh","IPSL-CM6A-LR","historical",45,3.99659502240102,"%"
"rh","IPSL-CM6A-LR","historical",50,3.77863466515313,"%"
"rh","IPSL-CM6A-LR","historical",55,3.04147021189487,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000264132685484338,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0552587207124293,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.147459638787529,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.381554879979371,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.687291045453629,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.96893025553782,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.35740575131751,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.52456647792023,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.02295243054097,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.59860630868034,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.36007679753621,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.86061885028906,"%"
"rh","IPSL-CM6A-LR","historical",0,9.39764309123931,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2127550735685,"%"
"rh","IPSL-CM6A-LR","historical",10,5.1706661734475,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81581713110039,"%"
"rh","IPSL-CM6A-LR","historical",20,2.93433500229667,"%"
"rh","IPSL-CM6A-LR","historical",25,3.10498162084999,"%"
"rh","IPSL-CM6A-LR","historical",30,3.20112975361251,"%"
"rh","IPSL-CM6A-LR","historical",35,3.52942760303993,"%"
"rh","IPSL-CM6A-LR","historical",40,3.79073121896265,"%"
"rh","IPSL-CM6A-LR","historical",45,3.99825324650819,"%"
"rh","IPSL-CM6A-LR","historical",50,3.81380544224795,"%"
"rh","IPSL-CM6A-LR","historical",55,3.06546935368582,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000344041718740092,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0592997319605198,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.151286433148156,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.377319418395616,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.693005650808978,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.00215645833153,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.47456410125365,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.70219890193177,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.14416897183936,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.6310808282154,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.28832879126218,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.83182476977763,"%"
"rh","IPSL-CM6A-LR","historical",0,9.36723834941613,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2048972252882,"%"
"rh","IPSL-CM6A-LR","historical",10,5.10713559719696,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81245398396567,"%"
"rh","IPSL-CM6A-LR","historical",20,2.89649017793599,"%"
"rh","IPSL-CM6A-LR","historical",25,3.06683005470962,"%"
"rh","IPSL-CM6A-LR","historical",30,3.18952623813645,"%"
"rh","IPSL-CM6A-LR","historical",35,3.55184578227514,"%"
"rh","IPSL-CM6A-LR","historical",40,3.80489614155452,"%"
"rh","IPSL-CM6A-LR","historical",45,3.91479604511826,"%"
"rh","IPSL-CM6A-LR","historical",50,3.69553263416807,"%"
"rh","IPSL-CM6A-LR","historical",55,3.03277967159145,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000285123871396276,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0579896188455442,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.150080639530928,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.389253158086647,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.707137755671427,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.98402523470383,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.43572473233792,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.63780267210412,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.0948732047379,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.58720570037767,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.31370028436726,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.84959634461417,"%"
"rh","IPSL-CM6A-LR","historical",0,9.3223135489325,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1824416385768,"%"
"rh","IPSL-CM6A-LR","historical",10,5.09224951899342,"%"
"rh","IPSL-CM6A-LR","historical",15,2.7838203021064,"%"
"rh","IPSL-CM6A-LR","historical",20,2.9706169350969,"%"
"rh","IPSL-CM6A-LR","historical",25,3.03167789948902,"%"
"rh","IPSL-CM6A-LR","historical",30,3.15393213269939,"%"
"rh","IPSL-CM6A-LR","historical",35,3.51592508223084,"%"
"rh","IPSL-CM6A-LR","historical",40,3.84134011164723,"%"
"rh","IPSL-CM6A-LR","historical",45,4.00481541869086,"%"
"rh","IPSL-CM6A-LR","historical",50,3.80089770820836,"%"
"rh","IPSL-CM6A-LR","historical",55,3.09229523407947,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000266358886041331,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0574241739249248,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.147130448208128,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.378306881380783,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.707089326180542,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.96329169301061,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.3810997794986,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.50410498044112,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.06165304534164,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.55174370052957,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.2616459832593,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.79188339237918,"%"
"rh","IPSL-CM6A-LR","historical",0,9.36688151582349,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2731583493214,"%"
"rh","IPSL-CM6A-LR","historical",10,5.15295161063145,"%"
"rh","IPSL-CM6A-LR","historical",15,2.7978338343676,"%"
"rh","IPSL-CM6A-LR","historical",20,2.90170121640287,"%"
"rh","IPSL-CM6A-LR","historical",25,3.13126086707843,"%"
"rh","IPSL-CM6A-LR","historical",30,3.27280703615745,"%"
"rh","IPSL-CM6A-LR","historical",35,3.59119705865725,"%"
"rh","IPSL-CM6A-LR","historical",40,3.82348735362116,"%"
"rh","IPSL-CM6A-LR","historical",45,3.98472544385163,"%"
"rh","IPSL-CM6A-LR","historical",50,3.81137737708868,"%"
"rh","IPSL-CM6A-LR","historical",55,3.08697857395814,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000244181433460654,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0537832318849544,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.137724330547183,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.366199504301489,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.718312532770087,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.01862096123344,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.51774289240848,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.66841913237127,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.08308647062811,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.63265198289605,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.27843332999931,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.80872616638716,"%"
"rh","IPSL-CM6A-LR","historical",0,9.3585352774211,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2377624539903,"%"
"rh","IPSL-CM6A-LR","historical",10,5.04616409781834,"%"
"rh","IPSL-CM6A-LR","historical",15,2.80760935503695,"%"
"rh","IPSL-CM6A-LR","historical",20,2.94446998865871,"%"
"rh","IPSL-CM6A-LR","historical",25,3.07417155643553,"%"
"rh","IPSL-CM6A-LR","historical",30,3.16844587896352,"%"
"rh","IPSL-CM6A-LR","historical",35,3.51901694829573,"%"
"rh","IPSL-CM6A-LR","historical",40,3.78712219642703,"%"
"rh","IPSL-CM6A-LR","historical",45,3.93392153671375,"%"
"rh","IPSL-CM6A-LR","historical",50,3.79454265686732,"%"
"rh","IPSL-CM6A-LR","historical",55,3.04429333651081,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000299145374480039,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0617468481070527,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.151993518035244,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.387739529059638,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.71112830233247,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.95888651155541,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.3945501772592,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.54314916256641,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.10874380062106,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.6137008258522,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.32837082014622,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.86569565724914,"%"
"rh","IPSL-CM6A-LR","historical",0,9.37158684873436,"%"
"rh","IPSL-CM6A-LR","historical",5,10.212739871558,"%"
"rh","IPSL-CM6A-LR","historical",10,5.07035199359448,"%"
"rh","IPSL-CM6A-LR","historical",15,2.79952107601694,"%"
"rh","IPSL-CM6A-LR","historical",20,2.9599229483128,"%"
"rh","IPSL-CM6A-LR","historical",25,3.12424286067214,"%"
"rh","IPSL-CM6A-LR","historical",30,3.21219387056736,"%"
"rh","IPSL-CM6A-LR","historical",35,3.53015607043349,"%"
"rh","IPSL-CM6A-LR","historical",40,3.79672483395022,"%"
"rh","IPSL-CM6A-LR","historical",45,3.97320203892867,"%"
"rh","IPSL-CM6A-LR","historical",50,3.76158262432758,"%"
"rh","IPSL-CM6A-LR","historical",55,3.06177066474544,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000246881979429548,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0576546019308338,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.15227219984153,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.383881457015046,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.731990668851636,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.01240092882437,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.46289949744195,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.60896545381744,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.13875940982493,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.62560423778786,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.29953583820117,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.79650656836369,"%"
"rh","IPSL-CM6A-LR","historical",0,9.35528923185337,"%"
"rh","IPSL-CM6A-LR","historical",5,10.3191497773398,"%"
"rh","IPSL-CM6A-LR","historical",10,5.07554491629861,"%"
"rh","IPSL-CM6A-LR","historical",15,2.73264113276023,"%"
"rh","IPSL-CM6A-LR","historical",20,2.86077116580584,"%"
"rh","IPSL-CM6A-LR","historical",25,3.03908893989315,"%"
"rh","IPSL-CM6A-LR","historical",30,3.14448646113296,"%"
"rh","IPSL-CM6A-LR","historical",35,3.49301799323172,"%"
"rh","IPSL-CM6A-LR","historical",40,3.79546231455375,"%"
"rh","IPSL-CM6A-LR","historical",45,4.04175643864555,"%"
"rh","IPSL-CM6A-LR","historical",50,3.84124010761306,"%"
"rh","IPSL-CM6A-LR","historical",55,3.03083377699208,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000256309533128589,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0533701339635973,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.140074248448994,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.368917683381389,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.683137950176034,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.95975354972186,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.37180231736921,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.60226039308626,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.06873594348327,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.58967084035692,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.27096515871286,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.85622085826196,"%"
"rh","IPSL-CM6A-LR","historical",0,9.40337715489374,"%"
"rh","IPSL-CM6A-LR","historical",5,10.3191054823911,"%"
"rh","IPSL-CM6A-LR","historical",10,5.16505400542801,"%"
"rh","IPSL-CM6A-LR","historical",15,2.78731781268058,"%"
"rh","IPSL-CM6A-LR","historical",20,2.88262765338897,"%"
"rh","IPSL-CM6A-LR","historical",25,3.00404366440704,"%"
"rh","IPSL-CM6A-LR","historical",30,3.17675382891902,"%"
"rh","IPSL-CM6A-LR","historical",35,3.59692542580992,"%"
"rh","IPSL-CM6A-LR","historical",40,3.89429864245268,"%"
"rh","IPSL-CM6A-LR","historical",45,4.01698394960117,"%"
"rh","IPSL-CM6A-LR","historical",50,3.79327614683662,"%"
"rh","IPSL-CM6A-LR","historical",55,2.99507084669564,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000299512389150242,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0598119987291138,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.150088375991537,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.380809657542994,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.720312912365491,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99256470896414,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.39833307933129,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.49066121952436,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.08432174122517,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.62514749559297,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.226218298633,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.75967477293791,"%"
"rh","IPSL-CM6A-LR","historical",0,9.26238528821937,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2256637506699,"%"
"rh","IPSL-CM6A-LR","historical",10,5.16516869793351,"%"
"rh","IPSL-CM6A-LR","historical",15,2.81519623462637,"%"
"rh","IPSL-CM6A-LR","historical",20,2.95527278542271,"%"
"rh","IPSL-CM6A-LR","historical",25,3.07773704747339,"%"
"rh","IPSL-CM6A-LR","historical",30,3.19206947538622,"%"
"rh","IPSL-CM6A-LR","historical",35,3.60026624410794,"%"
"rh","IPSL-CM6A-LR","historical",40,3.88312507080456,"%"
"rh","IPSL-CM6A-LR","historical",45,4.01174644397759,"%"
"rh","IPSL-CM6A-LR","historical",50,3.81410698970443,"%"
"rh","IPSL-CM6A-LR","historical",55,3.10901819844691,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000263837284954642,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0521137029204816,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.135725746518467,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.369602650348861,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.715697982134614,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.04409510101915,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.51380264241785,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.80056184583114,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.15896741719108,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.61040385655627,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.27135952427979,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.76152210713023,"%"
"rh","IPSL-CM6A-LR","historical",0,9.25074062880071,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2109324786821,"%"
"rh","IPSL-CM6A-LR","historical",10,5.16147418036726,"%"
"rh","IPSL-CM6A-LR","historical",15,2.79781459904688,"%"
"rh","IPSL-CM6A-LR","historical",20,2.91067961541453,"%"
"rh","IPSL-CM6A-LR","historical",25,3.00348767359291,"%"
"rh","IPSL-CM6A-LR","historical",30,3.12741008787964,"%"
"rh","IPSL-CM6A-LR","historical",35,3.49014413266179,"%"
"rh","IPSL-CM6A-LR","historical",40,3.81169722403111,"%"
"rh","IPSL-CM6A-LR","historical",45,3.96829955059871,"%"
"rh","IPSL-CM6A-LR","historical",50,3.80250085995884,"%"
"rh","IPSL-CM6A-LR","historical",55,3.03070255533262,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000296920474130994,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0564023701273982,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.146997338630314,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.382834195228949,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.701809368811711,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.96349612228414,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.44892097065126,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.66209591898113,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.0422950112868,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.53492864136717,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.25418436228419,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.78478417640229,"%"
"rh","IPSL-CM6A-LR","historical",0,9.32170398812803,"%"
"rh","IPSL-CM6A-LR","historical",5,10.207978902034,"%"
"rh","IPSL-CM6A-LR","historical",10,5.14820707836588,"%"
"rh","IPSL-CM6A-LR","historical",15,2.82623800638242,"%"
"rh","IPSL-CM6A-LR","historical",20,2.92102521339462,"%"
"rh","IPSL-CM6A-LR","historical",25,3.12411760302784,"%"
"rh","IPSL-CM6A-LR","historical",30,3.24728371335129,"%"
"rh","IPSL-CM6A-LR","historical",35,3.56112563371656,"%"
"rh","IPSL-CM6A-LR","historical",40,3.81621262598155,"%"
"rh","IPSL-CM6A-LR","historical",45,4.00535382091415,"%"
"rh","IPSL-CM6A-LR","historical",50,3.81523510245921,"%"
"rh","IPSL-CM6A-LR","historical",55,3.02647291571493,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000278748197813091,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0575096842615801,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.147904169502134,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.381034791056275,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.709631166792904,"%"
"rh","IPSL-CM6A-LR","historical",-35,1.99123794749123,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.49903091875748,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.68044485071184,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.0913188028311,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.60944491223484,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.28907267080544,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.81807521921277,"%"
"rh","IPSL-CM6A-LR","historical",0,9.34796001166591,"%"
"rh","IPSL-CM6A-LR","historical",5,10.1734281083366,"%"
"rh","IPSL-CM6A-LR","historical",10,5.12203266123409,"%"
"rh","IPSL-CM6A-LR","historical",15,2.77984040872804,"%"
"rh","IPSL-CM6A-LR","historical",20,2.88668856334057,"%"
"rh","IPSL-CM6A-LR","historical",25,3.06549285291256,"%"
"rh","IPSL-CM6A-LR","historical",30,3.19552910575846,"%"
"rh","IPSL-CM6A-LR","historical",35,3.50815610354804,"%"
"rh","IPSL-CM6A-LR","historical",40,3.80315967279507,"%"
"rh","IPSL-CM6A-LR","historical",45,4.00359314162905,"%"
"rh","IPSL-CM6A-LR","historical",50,3.80053384438546,"%"
"rh","IPSL-CM6A-LR","historical",55,3.03860164381074,"%"
"rh","IPSL-CM6A-LR","historical",-60,0.000242623626005032,"%"
"rh","IPSL-CM6A-LR","historical",-55,0.0568103358229354,"%"
"rh","IPSL-CM6A-LR","historical",-50,0.15502125530649,"%"
"rh","IPSL-CM6A-LR","historical",-45,0.385353029315471,"%"
"rh","IPSL-CM6A-LR","historical",-40,0.721367029543713,"%"
"rh","IPSL-CM6A-LR","historical",-35,2.01584121109286,"%"
"rh","IPSL-CM6A-LR","historical",-30,3.42703793610461,"%"
"rh","IPSL-CM6A-LR","historical",-25,5.5755603713845,"%"
"rh","IPSL-CM6A-LR","historical",-20,7.03333759288088,"%"
"rh","IPSL-CM6A-LR","historical",-15,6.67673666213682,"%"
"rh","IPSL-CM6A-LR","historical",-10,9.39811335024011,"%"
"rh","IPSL-CM6A-LR","historical",-5,9.89679506075305,"%"
"rh","IPSL-CM6A-LR","historical",0,9.43830137619768,"%"
"rh","IPSL-CM6A-LR","historical",5,10.2978502593614,"%"
"rh","IPSL-CM6A-LR","historical",10,4.95116294877419,"%"
"rh","IPSL-CM6A-LR","historical",15,2.77408200037967,"%"
"rh","IPSL-CM6A-LR","historical",20,2.96382733952058,"%"
"rh","IPSL-CM6A-LR","historical",25,3.08284168625333,"%"
