"variable","model","experiment","coords","value","units"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.0071274553671238,"%"
"rh","CNRM-CM6-1","historical",-55,0.0501777468491646,"%"
"rh","CNRM-CM6-1","historical",-50,0.139923154596558,"%"
"rh","CNRM-CM6-1","historical",-45,0.289177615896789,"%"
"rh","CNRM-CM6-1","historical",-40,0.859359875859072,"%"
"rh","CNRM-CM6-1","historical",-35,2.20998504807883,"%"
"rh","CNRM-CM6-1","historical",-30,2.20667956279535,"%"
"rh","CNRM-CM6-1","historical",-25,4.0867888026532,"%"
"rh","CNRM-CM6-1","historical",-20,4.33304560257195,"%"
"rh","CNRM-CM6-1","historical",-15,7.5098472531668,"%"
"rh","CNRM-CM6-1","historical",-10,8.70938462264755,"%"
"rh","CNRM-CM6-1","historical",-5,15.2469252403624,"%"
"rh","CNRM-CM6-1","historical",0,12.3879903089483,"%"
"rh","CNRM-CM6-1","historical",5,7.40454112382526,"%"
"rh","CNRM-CM6-1","historical",10,6.08364309232278,"%"
"rh","CNRM-CM6-1","historical",15,3.3187916180531,"%"
"rh","CNRM-CM6-1","historical",20,4.87330632162247,"%"
"rh","CNRM-CM6-1","historical",25,2.84666923425131,"%"
"rh","CNRM-CM6-1","historical",30,3.42137744141829,"%"
"rh","CNRM-CM6-1","historical",35,3.09295743967253,"%"
"rh","CNRM-CM6-1","historical",45,3.41955105643884,"%"
"rh","CNRM-CM6-1","historical",50,2.40290013485194,"%"
"rh","CNRM-CM6-1","historical",55,2.41418727688086,"%"
"rh","CNRM-CM6-1","historical",60,1.4667523354769,"%"
"rh","CNRM-CM6-1","historical",65,1.08320032120331,"%"
"rh","CNRM-CM6-1","historical",70,0.129645724470777,"%"
"rh","CNRM-CM6-1","historical",75,0.00512485950244847,"%"
"rh","CNRM-CM6-1","historical",80,0.000939730216157217,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00702496425526367,"%"
"rh","CNRM-CM6-1","historical",-55,0.0496041903945549,"%"
"rh","CNRM-CM6-1","historical",-50,0.138971573139927,"%"
"rh","CNRM-CM6-1","historical",-45,0.287711330291281,"%"
"rh","CNRM-CM6-1","historical",-40,0.859453511999998,"%"
"rh","CNRM-CM6-1","historical",-35,2.19520860310523,"%"
"rh","CNRM-CM6-1","historical",-30,2.19808172866678,"%"
"rh","CNRM-CM6-1","historical",-25,4.08357364403058,"%"
"rh","CNRM-CM6-1","historical",-20,4.31849321159835,"%"
"rh","CNRM-CM6-1","historical",-15,7.54991401454497,"%"
"rh","CNRM-CM6-1","historical",-10,8.73616051056858,"%"
"rh","CNRM-CM6-1","historical",-5,15.346497226991,"%"
"rh","CNRM-CM6-1","historical",0,12.4646637748322,"%"
"rh","CNRM-CM6-1","historical",5,7.41431672523346,"%"
"rh","CNRM-CM6-1","historical",10,6.03088040330458,"%"
"rh","CNRM-CM6-1","historical",15,3.30599677814665,"%"
"rh","CNRM-CM6-1","historical",20,4.85223007820534,"%"
"rh","CNRM-CM6-1","historical",25,2.84269362429081,"%"
"rh","CNRM-CM6-1","historical",30,3.43091238228398,"%"
"rh","CNRM-CM6-1","historical",35,3.07891847708294,"%"
"rh","CNRM-CM6-1","historical",45,3.36047017920855,"%"
"rh","CNRM-CM6-1","historical",50,2.37277735310838,"%"
"rh","CNRM-CM6-1","historical",55,2.41140884061587,"%"
"rh","CNRM-CM6-1","historical",60,1.4629390376498,"%"
"rh","CNRM-CM6-1","historical",65,1.07088111626899,"%"
"rh","CNRM-CM6-1","historical",70,0.124445405445071,"%"
"rh","CNRM-CM6-1","historical",75,0.00487054933771426,"%"
"rh","CNRM-CM6-1","historical",80,0.000900765399162664,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00707739777629101,"%"
"rh","CNRM-CM6-1","historical",-55,0.0500287727847647,"%"
"rh","CNRM-CM6-1","historical",-50,0.139615457524463,"%"
"rh","CNRM-CM6-1","historical",-45,0.287386718015837,"%"
"rh","CNRM-CM6-1","historical",-40,0.856285947961239,"%"
"rh","CNRM-CM6-1","historical",-35,2.17861086669613,"%"
"rh","CNRM-CM6-1","historical",-30,2.16386282313482,"%"
"rh","CNRM-CM6-1","historical",-25,4.0474450744025,"%"
"rh","CNRM-CM6-1","historical",-20,4.30985967451586,"%"
"rh","CNRM-CM6-1","historical",-15,7.50608374619901,"%"
"rh","CNRM-CM6-1","historical",-10,8.7043522353347,"%"
"rh","CNRM-CM6-1","historical",-5,15.2695421973197,"%"
"rh","CNRM-CM6-1","historical",0,12.4574168453661,"%"
"rh","CNRM-CM6-1","historical",5,7.42168253126252,"%"
"rh","CNRM-CM6-1","historical",10,6.08898219019258,"%"
"rh","CNRM-CM6-1","historical",15,3.35765254416009,"%"
"rh","CNRM-CM6-1","historical",20,4.91955753857232,"%"
"rh","CNRM-CM6-1","historical",25,2.87898591007485,"%"
"rh","CNRM-CM6-1","historical",30,3.47441897104371,"%"
"rh","CNRM-CM6-1","historical",35,3.09801158143462,"%"
"rh","CNRM-CM6-1","historical",45,3.39496328097238,"%"
"rh","CNRM-CM6-1","historical",50,2.3855975591782,"%"
"rh","CNRM-CM6-1","historical",55,2.36693178522616,"%"
"rh","CNRM-CM6-1","historical",60,1.44509290014875,"%"
"rh","CNRM-CM6-1","historical",65,1.06210997689188,"%"
"rh","CNRM-CM6-1","historical",70,0.122727144286893,"%"
"rh","CNRM-CM6-1","historical",75,0.00484121028338516,"%"
"rh","CNRM-CM6-1","historical",80,0.00087711924024172,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00729534970181165,"%"
"rh","CNRM-CM6-1","historical",-55,0.0507730410755595,"%"
"rh","CNRM-CM6-1","historical",-50,0.138629868889324,"%"
"rh","CNRM-CM6-1","historical",-45,0.284977686161946,"%"
"rh","CNRM-CM6-1","historical",-40,0.845157077722899,"%"
"rh","CNRM-CM6-1","historical",-35,2.16475683237138,"%"
"rh","CNRM-CM6-1","historical",-30,2.16858711975148,"%"
"rh","CNRM-CM6-1","historical",-25,4.03570144689103,"%"
"rh","CNRM-CM6-1","historical",-20,4.31156210584631,"%"
"rh","CNRM-CM6-1","historical",-15,7.52804297985815,"%"
"rh","CNRM-CM6-1","historical",-10,8.72170858816723,"%"
"rh","CNRM-CM6-1","historical",-5,15.3008126244483,"%"
"rh","CNRM-CM6-1","historical",0,12.4338265968105,"%"
"rh","CNRM-CM6-1","historical",5,7.4150311203849,"%"
"rh","CNRM-CM6-1","historical",10,6.05286779044309,"%"
"rh","CNRM-CM6-1","historical",15,3.32450307643659,"%"
"rh","CNRM-CM6-1","historical",20,4.88098524338871,"%"
"rh","CNRM-CM6-1","historical",25,2.84269064528102,"%"
"rh","CNRM-CM6-1","historical",30,3.43856116609245,"%"
"rh","CNRM-CM6-1","historical",35,3.11312928059923,"%"
"rh","CNRM-CM6-1","historical",45,3.39828905201979,"%"
"rh","CNRM-CM6-1","historical",50,2.39693906609257,"%"
"rh","CNRM-CM6-1","historical",55,2.43330548499589,"%"
"rh","CNRM-CM6-1","historical",60,1.48596603420403,"%"
"rh","CNRM-CM6-1","historical",65,1.09066939667561,"%"
"rh","CNRM-CM6-1","historical",70,0.129403590386485,"%"
"rh","CNRM-CM6-1","historical",75,0.00494971564071111,"%"
"rh","CNRM-CM6-1","historical",80,0.000878019662924856,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00731524340210729,"%"
"rh","CNRM-CM6-1","historical",-55,0.0514615778643794,"%"
"rh","CNRM-CM6-1","historical",-50,0.141226124172572,"%"
"rh","CNRM-CM6-1","historical",-45,0.286767400208438,"%"
"rh","CNRM-CM6-1","historical",-40,0.849484947366188,"%"
"rh","CNRM-CM6-1","historical",-35,2.16078919792768,"%"
"rh","CNRM-CM6-1","historical",-30,2.1604181270162,"%"
"rh","CNRM-CM6-1","historical",-25,4.03158520279733,"%"
"rh","CNRM-CM6-1","historical",-20,4.29893827086725,"%"
"rh","CNRM-CM6-1","historical",-15,7.52462024630272,"%"
"rh","CNRM-CM6-1","historical",-10,8.7267603982176,"%"
"rh","CNRM-CM6-1","historical",-5,15.325865141071,"%"
"rh","CNRM-CM6-1","historical",0,12.4230365272358,"%"
"rh","CNRM-CM6-1","historical",5,7.39723094793087,"%"
"rh","CNRM-CM6-1","historical",10,6.04314840807588,"%"
"rh","CNRM-CM6-1","historical",15,3.32648258307507,"%"
"rh","CNRM-CM6-1","historical",20,4.86522850087456,"%"
"rh","CNRM-CM6-1","historical",25,2.85550968810742,"%"
"rh","CNRM-CM6-1","historical",30,3.47255897675862,"%"
"rh","CNRM-CM6-1","historical",35,3.09522097524663,"%"
"rh","CNRM-CM6-1","historical",45,3.38833231963158,"%"
"rh","CNRM-CM6-1","historical",50,2.40696438604195,"%"
"rh","CNRM-CM6-1","historical",55,2.46129905367141,"%"
"rh","CNRM-CM6-1","historical",60,1.48719106757116,"%"
"rh","CNRM-CM6-1","historical",65,1.07944207360288,"%"
"rh","CNRM-CM6-1","historical",70,0.127195779752224,"%"
"rh","CNRM-CM6-1","historical",75,0.00503039960590145,"%"
"rh","CNRM-CM6-1","historical",80,0.000896435604584499,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00712424150586945,"%"
"rh","CNRM-CM6-1","historical",-55,0.0504347774226508,"%"
"rh","CNRM-CM6-1","historical",-50,0.139128964256365,"%"
"rh","CNRM-CM6-1","historical",-45,0.285696880226603,"%"
"rh","CNRM-CM6-1","historical",-40,0.843467365938297,"%"
"rh","CNRM-CM6-1","historical",-35,2.16674884250646,"%"
"rh","CNRM-CM6-1","historical",-30,2.1701355530358,"%"
"rh","CNRM-CM6-1","historical",-25,4.05117299558161,"%"
"rh","CNRM-CM6-1","historical",-20,4.30006127528906,"%"
"rh","CNRM-CM6-1","historical",-15,7.50060147573062,"%"
"rh","CNRM-CM6-1","historical",-10,8.71655295038713,"%"
"rh","CNRM-CM6-1","historical",-5,15.3075823740741,"%"
"rh","CNRM-CM6-1","historical",0,12.4285662803264,"%"
"rh","CNRM-CM6-1","historical",5,7.43194637579214,"%"
"rh","CNRM-CM6-1","historical",10,6.1405108423106,"%"
"rh","CNRM-CM6-1","historical",15,3.33984416331674,"%"
"rh","CNRM-CM6-1","historical",20,4.87911735926175,"%"
"rh","CNRM-CM6-1","historical",25,2.83921397691308,"%"
"rh","CNRM-CM6-1","historical",30,3.43959005507196,"%"
"rh","CNRM-CM6-1","historical",35,3.08703636845865,"%"
"rh","CNRM-CM6-1","historical",45,3.39376043871945,"%"
"rh","CNRM-CM6-1","historical",50,2.38588326992233,"%"
"rh","CNRM-CM6-1","historical",55,2.40675249774244,"%"
"rh","CNRM-CM6-1","historical",60,1.46751694687288,"%"
"rh","CNRM-CM6-1","historical",65,1.08703627211781,"%"
"rh","CNRM-CM6-1","historical",70,0.128641465134567,"%"
"rh","CNRM-CM6-1","historical",75,0.00502101443779541,"%"
"rh","CNRM-CM6-1","historical",80,0.000854977646899832,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.0073603507618095,"%"
"rh","CNRM-CM6-1","historical",-55,0.0521937285835203,"%"
"rh","CNRM-CM6-1","historical",-50,0.141667188083559,"%"
"rh","CNRM-CM6-1","historical",-45,0.290866554884231,"%"
"rh","CNRM-CM6-1","historical",-40,0.864440299301433,"%"
"rh","CNRM-CM6-1","historical",-35,2.18249280696411,"%"
"rh","CNRM-CM6-1","historical",-30,2.19737762174747,"%"
"rh","CNRM-CM6-1","historical",-25,4.08304124303468,"%"
"rh","CNRM-CM6-1","historical",-20,4.34113236346452,"%"
"rh","CNRM-CM6-1","historical",-15,7.5918941598348,"%"
"rh","CNRM-CM6-1","historical",-10,8.77403908898128,"%"
"rh","CNRM-CM6-1","historical",-5,15.3643770823412,"%"
"rh","CNRM-CM6-1","historical",0,12.4719280614315,"%"
"rh","CNRM-CM6-1","historical",5,7.42480371564974,"%"
"rh","CNRM-CM6-1","historical",10,6.05876748921308,"%"
"rh","CNRM-CM6-1","historical",15,3.32277989463573,"%"
"rh","CNRM-CM6-1","historical",20,4.87095798190583,"%"
"rh","CNRM-CM6-1","historical",25,2.84022694025481,"%"
"rh","CNRM-CM6-1","historical",30,3.43828984460772,"%"
"rh","CNRM-CM6-1","historical",35,3.08714935994228,"%"
"rh","CNRM-CM6-1","historical",45,3.31865553328312,"%"
"rh","CNRM-CM6-1","historical",50,2.32438491516146,"%"
"rh","CNRM-CM6-1","historical",55,2.35959348287192,"%"
"rh","CNRM-CM6-1","historical",60,1.4252256366054,"%"
"rh","CNRM-CM6-1","historical",65,1.03913701426376,"%"
"rh","CNRM-CM6-1","historical",70,0.121633294845503,"%"
"rh","CNRM-CM6-1","historical",75,0.00472048921356875,"%"
"rh","CNRM-CM6-1","historical",80,0.000863858131982264,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.0072378352849978,"%"
"rh","CNRM-CM6-1","historical",-55,0.0513770598355031,"%"
"rh","CNRM-CM6-1","historical",-50,0.140064944784642,"%"
"rh","CNRM-CM6-1","historical",-45,0.289197620414848,"%"
"rh","CNRM-CM6-1","historical",-40,0.870186286506163,"%"
"rh","CNRM-CM6-1","historical",-35,2.22343220875281,"%"
"rh","CNRM-CM6-1","historical",-30,2.21199189416003,"%"
"rh","CNRM-CM6-1","historical",-25,4.12308124814133,"%"
"rh","CNRM-CM6-1","historical",-20,4.39022303831551,"%"
"rh","CNRM-CM6-1","historical",-15,7.65130777248766,"%"
"rh","CNRM-CM6-1","historical",-10,8.82038336756778,"%"
"rh","CNRM-CM6-1","historical",-5,15.4544187524617,"%"
"rh","CNRM-CM6-1","historical",0,12.5044861679235,"%"
"rh","CNRM-CM6-1","historical",5,7.42723291479058,"%"
"rh","CNRM-CM6-1","historical",10,6.0083795940731,"%"
"rh","CNRM-CM6-1","historical",15,3.3047629712331,"%"
"rh","CNRM-CM6-1","historical",20,4.8481262473731,"%"
"rh","CNRM-CM6-1","historical",25,2.82101146150547,"%"
"rh","CNRM-CM6-1","historical",30,3.40375134966365,"%"
"rh","CNRM-CM6-1","historical",35,3.03607780961729,"%"
"rh","CNRM-CM6-1","historical",45,3.28357167748391,"%"
"rh","CNRM-CM6-1","historical",50,2.27671765539467,"%"
"rh","CNRM-CM6-1","historical",55,2.29005145143775,"%"
"rh","CNRM-CM6-1","historical",60,1.39804648698606,"%"
"rh","CNRM-CM6-1","historical",65,1.03858119979987,"%"
"rh","CNRM-CM6-1","historical",70,0.120614635825449,"%"
"rh","CNRM-CM6-1","historical",75,0.0048105043447618,"%"
"rh","CNRM-CM6-1","historical",80,0.000875843834722768,"%"
"rh","CNRM-CM6-1","historical",-90,0,"%"
"rh","CNRM-CM6-1","historical",-85,0,"%"
"rh","CNRM-CM6-1","historical",-80,0,"%"
"rh","CNRM-CM6-1","historical",-75,0,"%"
"rh","CNRM-CM6-1","historical",-70,0,"%"
"rh","CNRM-CM6-1","historical",-65,0,"%"
"rh","CNRM-CM6-1","historical",-60,0.00724576929877978,"%"
"rh","CNRM-CM6-1","historical",-55,0.050916616466619,"%"
"rh","CNRM-CM6-1","historical",-50,0.139828803649772,"%"
"rh","CNRM-CM6-1","historical",-45,0.285731281842375,"%"
"rh","CNRM-CM6-1","historical",-40,0.856712513421005,"%"
"rh","CNRM-CM6-1","historical",-35,2.17106036447573,"%"
"rh","CNRM-CM6-1","historical",-30,2.1645841346056,"%"
"rh","CNRM-CM6-1","historical",-25,4.05093654332467,"%"
"rh","CNRM-CM6-1","historical",-20,4.3338044091965,"%"
"rh","CNRM-CM6-1","historical",-15,7.54855560590264,"%"
"rh","CNRM-CM6-1","historical",-10,8.75936401277868,"%"
"rh","CNRM-CM6-1","historical",-5,15.3283868225145,"%"
"rh","CNRM-CM6-1","historical",0,12.3935824685276,"%"
"rh","CNRM-CM6-1","historical",5,7.35940373993998,"%"
"rh","CNRM-CM6-1","historical",10,6.03519476292323,"%"
"rh","CNRM-CM6-1","historical",15,3.3355503722434,"%"
"rh","CNRM-CM6-1","historical",20,4.88016395533413,"%"
"rh","CNRM-CM6-1","historical",25,2.83366028053675,"%"
"rh","CNRM-CM6-1","historical",30,3.45096955056488,"%"
"rh","CNRM-CM6-1","historical",35,3.11490727963824,"%"
"rh","CNRM-CM6-1","historical",45,3.38315473446073,"%"
"rh","CNRM-CM6-1","historical",50,2.40675294888752,"%"
"rh","CNRM-CM6-1","historical",55,2.43743095312345,"%"
"rh","CNRM-CM6-1","historical",60,1.47513298696786,"%"
"rh","CNRM-CM6-1","historical",65,1.06679849776161,"%"
"rh","CNRM-CM6-1","historical",70,0.124359771609007,"%"
"rh","CNRM-CM6-1","historical",75,0.00491868131111842,"%"
"rh","CNRM-CM6-1","historical",80,0.000892138693666066,"%"
"rh","CNRM-ESM2-1","historical",-90,0,"%"
"rh","CNRM-ESM2-1","historical",-85,0,"%"
"rh","CNRM-ESM2-1","historical",-80,0,"%"
"rh","CNRM-ESM2-1","historical",-75,0,"%"
"rh","CNRM-ESM2-1","historical",-70,0,"%"
"rh","CNRM-ESM2-1","historical",-65,0,"%"
"rh","CNRM-ESM2-1","historical",-60,0.0132120999349581,"%"
"rh","CNRM-ESM2-1","historical",-55,0.124924596285185,"%"
"rh","CNRM-ESM2-1","historical",-50,0.272058123387951,"%"
"rh","CNRM-ESM2-1","historical",-45,0.522204877381347,"%"
"rh","CNRM-ESM2-1","historical",-40,1.26485140427279,"%"
"rh","CNRM-ESM2-1","historical",-35,2.95067506333938,"%"
"rh","CNRM-ESM2-1","historical",-30,2.99209764609425,"%"
"rh","CNRM-ESM2-1","historical",-25,3.92864446424674,"%"
"rh","CNRM-ESM2-1","historical",-20,3.58026493433383,"%"
"rh","CNRM-ESM2-1","historical",-15,5.54965151480429,"%"
"rh","CNRM-ESM2-1","historical",-10,5.54756125369931,"%"
"rh","CNRM-ESM2-1","historical",-5,9.03228197267057,"%"
"rh","CNRM-ESM2-1","historical",0,7.1178339267947,"%"
"rh","CNRM-ESM2-1","historical",5,3.91300227734668,"%"
"rh","CNRM-ESM2-1","historical",10,3.0219559689721,"%"
"rh","CNRM-ESM2-1","historical",15,2.5208119957667,"%"
"rh","CNRM-ESM2-1","historical",20,4.65516680751558,"%"
"rh","CNRM-ESM2-1","historical",25,3.39319310380746,"%"
"rh","CNRM-ESM2-1","historical",30,5.1683991645954,"%"
"rh","CNRM-ESM2-1","historical",35,6.03191033327054,"%"
"rh","CNRM-ESM2-1","historical",45,6.83550890838068,"%"
"rh","CNRM-ESM2-1","historical",50,5.43414976443976,"%"
"rh","CNRM-ESM2-1","historical",55,6.34347155818818,"%"
"rh","CNRM-ESM2-1","historical",60,4.59248306631518,"%"
"rh","CNRM-ESM2-1","historical",65,4.38922114369747,"%"
"rh","CNRM-ESM2-1","historical",70,0.776137827075427,"%"
"rh","CNRM-ESM2-1","historical",75,0.0231072107032097,"%"
"rh","CNRM-ESM2-1","historical",80,0.00521899268035731,"%"
"rh","CNRM-ESM2-1","historical",-90,0,"%"
"rh","CNRM-ESM2-1","historical",-85,0,"%"
"rh","CNRM-ESM2-1","historical",-80,0,"%"
"rh","CNRM-ESM2-1","historical",-75,0,"%"
"rh","CNRM-ESM2-1","historical",-70,0,"%"
"rh","CNRM-ESM2-1","historical",-65,0,"%"
"rh","CNRM-ESM2-1","historical",-60,0.0131558021431289,"%"
"rh","CNRM-ESM2-1","historical",-55,0.122403228081649,"%"
"rh","CNRM-ESM2-1","historical",-50,0.26505257917357,"%"
"rh","CNRM-ESM2-1","historical",-45,0.533587377933175,"%"
"rh","CNRM-ESM2-1","historical",-40,1.35545360047259,"%"
"rh","CNRM-ESM2-1","historical",-35,2.98047886557365,"%"
"rh","CNRM-ESM2-1","historical",-30,3.03033866364211,"%"
"rh","CNRM-ESM2-1","historical",-25,3.9958089844744,"%"
"rh","CNRM-ESM2-1","historical",-20,3.64083632578145,"%"
"rh","CNRM-ESM2-1","historical",-15,5.67529565794157,"%"
"rh","CNRM-ESM2-1","historical",-10,5.6208309745634,"%"
"rh","CNRM-ESM2-1","historical",-5,9.08608044900961,"%"
"rh","CNRM-ESM2-1","historical",0,7.07102546946229,"%"
"rh","CNRM-ESM2-1","historical",5,3.90731733426619,"%"
"rh","CNRM-ESM2-1","historical",10,3.01706539708251,"%"
"rh","CNRM-ESM2-1","historical",15,2.57458605887762,"%"
"rh","CNRM-ESM2-1","historical",20,4.81112082312088,"%"
"rh","CNRM-ESM2-1","historical",25,3.44833545832838,"%"
"rh","CNRM-ESM2-1","historical",30,5.27161587782711,"%"
"rh","CNRM-ESM2-1","historical",35,5.9677378883766,"%"
"rh","CNRM-ESM2-1","historical",45,6.87345038340766,"%"
"rh","CNRM-ESM2-1","historical",50,5.33912165152253,"%"
"rh","CNRM-ESM2-1","historical",55,6.11605328138715,"%"
"rh","CNRM-ESM2-1","historical",60,4.43730948365324,"%"
"rh","CNRM-ESM2-1","historical",65,4.13788485444045,"%"
"rh","CNRM-ESM2-1","historical",70,0.683187058004662,"%"
"rh","CNRM-ESM2-1","historical",75,0.0198398591101341,"%"
"rh","CNRM-ESM2-1","historical",80,0.00502661234232431,"%"
"rh","CNRM-ESM2-1","historical",-90,0,"%"
"rh","CNRM-ESM2-1","historical",-85,0,"%"
"rh","CNRM-ESM2-1","historical",-80,0,"%"
"rh","CNRM-ESM2-1","historical",-75,0,"%"
"rh","CNRM-ESM2-1","historical",-70,0,"%"
"rh","CNRM-ESM2-1","historical",-65,0,"%"
"rh","CNRM-ESM2-1","historical",-60,0.0127471394836647,"%"
"rh","CNRM-ESM2-1","historical",-55,0.121515799625171,"%"
"rh","CNRM-ESM2-1","historical",-50,0.26702680718778,"%"
"rh","CNRM-ESM2-1","historical",-45,0.525165083099835,"%"
"rh","CNRM-ESM2-1","historical",-40,1.31886990420301,"%"
"rh","CNRM-ESM2-1","historical",-35,3.1397975332676,"%"
"rh","CNRM-ESM2-1","historical",-30,3.16539678429715,"%"
"rh","CNRM-ESM2-1","historical",-25,4.03041447455455,"%"
"rh","CNRM-ESM2-1","historical",-20,3.63124475163605,"%"
"rh","CNRM-ESM2-1","historical",-15,5.77036893094642,"%"
"rh","CNRM-ESM2-1","historical",-10,5.66405453090997,"%"
"rh","CNRM-ESM2-1","historical",-5,9.11101120581513,"%"
"rh","CNRM-ESM2-1","historical",0,7.09389606797156,"%"
"rh","CNRM-ESM2-1","historical",5,3.8734659263254,"%"
"rh","CNRM-ESM2-1","historical",10,2.98186160744925,"%"
"rh","CNRM-ESM2-1","historical",15,2.58600419951036,"%"
"rh","CNRM-ESM2-1","historical",20,4.73633237610814,"%"
"rh","CNRM-ESM2-1","historical",25,3.38346113105406,"%"
"rh","CNRM-ESM2-1","historical",30,5.21434529295512,"%"
"rh","CNRM-ESM2-1","historical",35,5.85393799658397,"%"
"rh","CNRM-ESM2-1","historical",45,6.78310253134494,"%"
"rh","CNRM-ESM2-1","historical",50,5.38104300931086,"%"
"rh","CNRM-ESM2-1","historical",55,6.09342531694966,"%"
"rh","CNRM-ESM2-1","historical",60,4.41333379388672,"%"
"rh","CNRM-ESM2-1","historical",65,4.12441718712855,"%"
"rh","CNRM-ESM2-1","historical",70,0.698116092371023,"%"
"rh","CNRM-ESM2-1","historical",75,0.020720110587285,"%"
"rh","CNRM-ESM2-1","historical",80,0.00492441543675299,"%"
"rh","CNRM-ESM2-1","historical",-90,0,"%"
"rh","CNRM-ESM2-1","historical",-85,0,"%"
"rh","CNRM-ESM2-1","historical",-80,0,"%"
"rh","CNRM-ESM2-1","historical",-75,0,"%"
"rh","CNRM-ESM2-1","historical",-70,0,"%"
"rh","CNRM-ESM2-1","historical",-65,0,"%"
"rh","CNRM-ESM2-1","historical",-60,0.0127875765594055,"%"
"rh","CNRM-ESM2-1","historical",-55,0.11896104747937,"%"
"rh","CNRM-ESM2-1","historical",-50,0.25526995563076,"%"
"rh","CNRM-ESM2-1","historical",-45,0.514457980618716,"%"
"rh","CNRM-ESM2-1","historical",-40,1.36268786548367,"%"
"rh","CNRM-ESM2-1","historical",-35,3.13929479944016,"%"
"rh","CNRM-ESM2-1","historical",-30,3.22190865001788,"%"
"rh","CNRM-ESM2-1","historical",-25,4.13970851458871,"%"
"rh","CNRM-ESM2-1","historical",-20,3.6326056603603,"%"
"rh","CNRM-ESM2-1","historical",-15,5.55716702182167,"%"
"rh","CNRM-ESM2-1","historical",-10,5.50681866529898,"%"
"rh","CNRM-ESM2-1","historical",-5,8.90397398008663,"%"
"rh","CNRM-ESM2-1","historical",0,6.97900212164513,"%"
"rh","CNRM-ESM2-1","historical",5,3.87401302367847,"%"
"rh","CNRM-ESM2-1","historical",10,3.04492643043908,"%"
"rh","CNRM-ESM2-1","historical",15,2.55985358522159,"%"
"rh","CNRM-ESM2-1","historical",20,4.6950701247599,"%"
"rh","CNRM-ESM2-1","historical",25,3.37234326182471,"%"
"rh","CNRM-ESM2-1","historical",30,5.22112434926038,"%"
"rh","CNRM-ESM2-1","historical",35,5.96610575538483,"%"
"rh","CNRM-ESM2-1","historical",45,6.69204466380537,"%"
"rh","CNRM-ESM2-1","historical",50,5.34918595405361,"%"
"rh","CNRM-ESM2-1","historical",55,6.32962413530567,"%"
"rh","CNRM-ESM2-1","historical",60,4.55279352123192,"%"
"rh","CNRM-ESM2-1","historical",65,4.24358220238063,"%"
"rh","CNRM-ESM2-1","historical",70,0.728116847171075,"%"
