#DataThief
1990, 51.023
1991, 50.5929
1992, 50.8115
1993, 50.9095
1994, 50.5274
1995, 51.13
1996, 50.7001
1997, 51.9986
1998, 51.929
1999, 51.3067
2000, 51.4051
2001, 51.6953
2002, 51.2414
2003, 52.3241
2004, 51.9419
2005, 51.8481
2006, 52.0184
2007, 51.7084
2008, 51.4466
2009, 51.5928
2010, 52.6274
2011, 52.1253
2012, 51.8635
